phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 population_size=22 generations=14 mutation_prob=0.14 workers=12,1,0,0,0,,,9.793031495064497e-06
2,init_best fitness=1.2365874103852548,1,22,22,1,1.2365874103852548,,13.497752898954786
3,generation=1/14 best_fitness=0.9048650036274921,23,43,21,1,0.9048650036274921,0.33172240675776266,7.517697066999972
4,generation=2/14 best_fitness=0.9048650036274921,44,64,21,0,1.0127156426606234,-0.1078506390331313,6.817220480996184
5,generation=3/14 best_fitness=0.9048650036274921,65,85,21,0,0.9683061055839062,0.04440953707671724,6.394308985036332
6,generation=4/14 best_fitness=0.9048650036274921,86,106,21,0,0.9696390274330042,-0.0013329218490980566,6.0855585229583085
7,generation=5/14 best_fitness=0.9048650036274921,107,127,21,0,0.9465607504243962,0.023078277008607984,5.6783142480417155
8,generation=6/14 best_fitness=0.9048650036274921,128,148,21,0,0.9106338215060532,0.03592692891834304,5.676796243991703
9,generation=7/14 best_fitness=0.9048650036274921,149,169,21,0,0.9428503903618548,-0.0322165688558016,5.741999497986399
10,generation=8/14 best_fitness=0.9048650036274921,170,190,21,0,0.9362560000445228,0.0065943903173319995,5.8917577189859
11,generation=9/14 best_fitness=0.884247826266801,191,211,21,1,0.884247826266801,0.05200817377772182,5.534750823047943
12,generation=10/14 best_fitness=0.884247826266801,212,232,21,0,0.9224281593051273,-0.03818033303832635,5.562421682989225
13,generation=11/14 best_fitness=0.884247826266801,233,253,21,0,0.9299366700579412,-0.007508510752813891,5.523682444996666
14,generation=12/14 best_fitness=0.884247826266801,254,274,21,0,0.9216111093119252,0.00832556074601598,5.620766736974474
15,generation=13/14 best_fitness=0.884247826266801,275,295,21,0,0.9170585395186208,0.0045525697933044285,5.570080713019706
16,generation=14/14 best_fitness=0.884247826266801,296,316,21,0,0.9160565358179156,0.0010020037007052451,5.539202492975164
