phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 initial_samples=16 iterations=22 candidate_pool=2500 workers=12,1,0,0,0,,,4.623958375304937e-06
2,initial_design_completed points=16,1,16,16,5,0.8429934000014327,,8.096787801012397
3,iteration=1/22 best_fitness=0.8429934000014327,17,17,1,0,1.1402256235014647,-0.297232223500032,0.3148310360265896
4,iteration=2/22 best_fitness=0.8429934000014327,18,18,1,0,1.332116480654804,-0.1918908571533393,0.3762703170068562
5,iteration=3/22 best_fitness=0.8429934000014327,19,19,1,0,1.9060772153403378,-0.5739607346855338,0.4881672019837424
6,iteration=4/22 best_fitness=0.8193238992826082,20,20,1,1,0.8193238992826082,1.0867533160577296,0.2545571830123663
7,iteration=5/22 best_fitness=0.8193238992826082,21,21,1,0,0.8657362474186812,-0.04641234813607298,0.25190946995280683
8,iteration=6/22 best_fitness=0.8193238992826082,22,22,1,0,0.9547546113899443,-0.08901836397126317,0.2702907270286232
9,iteration=7/22 best_fitness=0.8193238992826082,23,23,1,0,0.9041475508420262,0.05060706054791808,0.26598402101080865
10,iteration=8/22 best_fitness=0.8193238992826082,24,24,1,0,1.0284455481159966,-0.1242979972739704,0.29409545799717307
11,iteration=9/22 best_fitness=0.8193238992826082,25,25,1,0,1.1532934412243776,-0.12484789310838096,0.32520385197130963
12,iteration=10/22 best_fitness=0.8193238992826082,26,26,1,0,0.8355170575377997,0.3177763836865779,0.25572837301297113
13,iteration=11/22 best_fitness=0.8193238992826082,27,27,1,0,0.9161487850069534,-0.0806317274691537,0.2723722680239007
14,iteration=12/22 best_fitness=0.8193238992826082,28,28,1,0,1.296083495602943,-0.3799347105959896,0.3521832620026544
15,iteration=13/22 best_fitness=0.8193238992826082,29,29,1,0,0.8860296263592318,0.41005386924371123,0.2657139869988896
16,iteration=14/22 best_fitness=0.8193238992826082,30,30,1,0,0.9286889498762321,-0.0426593235170003,0.276441823982168
17,iteration=15/22 best_fitness=0.8193238992826082,31,31,1,0,0.991203939425759,-0.06251498954952694,0.2883102530031465
18,iteration=16/22 best_fitness=0.8193238992826082,32,32,1,0,1.5017161855939776,-0.5105122461682186,0.39524185797199607
19,iteration=17/22 best_fitness=0.8193238992826082,33,33,1,0,0.953356356738368,0.5483598288556095,0.2772615840076469
20,iteration=18/22 best_fitness=0.8193238992826082,34,34,1,0,1.0451135692710523,-0.09175721253268421,0.3045766220311634
21,iteration=19/22 best_fitness=0.817077876708936,35,35,1,1,0.817077876708936,0.2280356925621163,0.2596548830042593
22,iteration=20/22 best_fitness=0.817077876708936,36,36,1,0,0.8687715992273297,-0.05169372251839377,0.27286182396346703
23,iteration=21/22 best_fitness=0.817077876708936,37,37,1,0,0.9356330564769451,-0.06686145724961534,0.27940289600519463
24,iteration=22/22 best_fitness=0.817077876708936,38,38,1,0,1.1637703464366496,-0.2281372899597045,0.32717612001579255
