phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,step=1/60 new_best b1=23165 b2=74434 fitness=2.526811913467827,1,1,1,1,2.526811913467827,,0.6258057769737206
2,step=2/60 new_best b1=17491 b2=66710 fitness=2.3584637727472,2,2,1,1,2.3584637727472,0.1683481407206271,0.5467923040268943
3,step=3/60 new_best b1=6520 b2=27623 fitness=1.2611327669001184,3,3,1,1,1.2611327669001184,1.0973310058470815,0.32459135400131345
4,step=4/60 new_best b1=1802 b2=36040 fitness=0.8965016029542312,4,4,1,1,0.8965016029542312,0.36463116394588724,0.24933478701859713
5,step=6/60 new_best b1=1626 b2=10672 fitness=0.7933866459643468,5,6,2,1,0.7933866459643468,0.10311495698988438,0.5987055759760551
