phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 population_size=22 generations=14 mutation_prob=0.14 workers=12,1,0,0,0,,,8.728000011615222e-06
2,init_best fitness=0.5402968159989996,1,22,22,1,0.5402968159989996,,7.6928431669998645
3,generation=1/14 best_fitness=0.5402968159989996,23,43,21,0,0.5820590245016319,-0.04176220850263235,4.751701485000012
4,generation=2/14 best_fitness=0.5402968159989996,44,64,21,0,0.5641996870022012,0.017859337499430694,4.568854176000059
5,generation=3/14 best_fitness=0.5322589714976402,65,85,21,1,0.5322589714976402,0.03194071550456101,4.533522556999742
6,generation=4/14 best_fitness=0.5272866679983963,86,106,21,1,0.5272866679983963,0.004972303499243935,4.525036373000148
7,generation=5/14 best_fitness=0.5271800474999964,107,127,21,1,0.5271800474999964,0.00010662049839993415,3.944376660999751
8,generation=6/14 best_fitness=0.5271800474999964,128,148,21,0,0.541490306500009,-0.014310259000012593,3.747493785000188
9,generation=7/14 best_fitness=0.5271800474999964,149,169,21,0,0.5431529034992764,-0.0016625969992674072,4.050369830999898
10,generation=8/14 best_fitness=0.5271800474999964,170,190,21,0,0.571369274998915,-0.028216371499638626,4.008237584000199
11,generation=9/14 best_fitness=0.5271800474999964,191,211,21,0,0.5529160234980282,0.018453251500886836,3.8590606239999943
12,generation=10/14 best_fitness=0.5271800474999964,212,232,21,0,0.5597814630000357,-0.006865439502007575,4.47199411299971
13,generation=11/14 best_fitness=0.5271800474999964,233,253,21,0,0.5606121205005365,-0.0008306575005008199,3.954752611999993
14,generation=12/14 best_fitness=0.5271800474999964,254,274,21,0,0.5338737470024171,0.026738373498119472,3.845802663000086
15,generation=13/14 best_fitness=0.5271800474999964,275,295,21,0,0.5272746275006739,0.006599119501743189,3.67538617900027
16,generation=14/14 best_fitness=0.5222693495004478,296,316,21,1,0.5222693495004478,0.005005278000226099,3.7088799779999135
