phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 initial_samples=16 iterations=22 candidate_pool=2500 workers=12,1,0,0,0,,,6.360001862049103e-06
2,initial_design_completed points=16,1,16,16,4,0.7012601190654095,,6.016737222962547
3,iteration=1/22 best_fitness=0.7012601190654095,17,17,1,0,1.352902075566817,-0.6516419565014075,0.3676341020036489
4,iteration=2/22 best_fitness=0.7012601190654095,18,18,1,0,0.7332228275190573,0.6196792480477598,0.27368705201661214
5,iteration=3/22 best_fitness=0.7012601190654095,19,19,1,0,0.7767031131370459,-0.04348028561798856,0.2485104440129362
6,iteration=4/22 best_fitness=0.7012601190654095,20,20,1,0,1.3606486047792714,-0.5839454916422255,0.37931601697346196
7,iteration=5/22 best_fitness=0.7012601190654095,21,21,1,0,1.3015769404009916,0.05907166437827982,0.34912704897578806
8,iteration=6/22 best_fitness=0.7012601190654095,22,22,1,0,0.7169127751840279,0.5846641652169637,0.23844018200179562
9,iteration=7/22 best_fitness=0.7012601190654095,23,23,1,0,0.8627349644957576,-0.14582218931172974,0.26572080701589584
10,iteration=8/22 best_fitness=0.7012601190654095,24,24,1,0,0.9659713443252258,-0.1032363798294682,0.2862589529831894
11,iteration=9/22 best_fitness=0.7012601190654095,25,25,1,0,0.8335049983870704,0.13246634593815543,0.25727556605124846
12,iteration=10/22 best_fitness=0.7012601190654095,26,26,1,0,0.7281391345022712,0.10536586388479918,0.2386549919610843
13,iteration=11/22 best_fitness=0.7012601190654095,27,27,1,0,0.780262549611507,-0.05212341510923579,0.2478944780305028
14,iteration=12/22 best_fitness=0.7012601190654095,28,28,1,0,1.0342869038286153,-0.25402435421710834,0.30773000098997727
15,iteration=13/22 best_fitness=0.7012601190654095,29,29,1,0,1.0488573164329864,-0.014570412604371086,0.30298816796857864
16,iteration=14/22 best_fitness=0.7012601190654095,30,30,1,0,0.731538235762855,0.31731908067013137,0.24569463601801544
17,iteration=15/22 best_fitness=0.7012601190654095,31,31,1,0,0.7752208033925854,-0.04368256762973033,0.25347471103304997
18,iteration=16/22 best_fitness=0.7012601190654095,32,32,1,0,0.8316144084965345,-0.056393605103949085,0.264273737964686
19,iteration=17/22 best_fitness=0.7012601190654095,33,33,1,0,1.3867921061464585,-0.5551776976499241,0.3731746419798583
20,iteration=18/22 best_fitness=0.7012601190654095,34,34,1,0,0.8919169550354127,0.49487515111104585,0.2809418649994768
21,iteration=19/22 best_fitness=0.6739584024762735,35,35,1,1,0.6739584024762735,0.2179585525591392,0.2365779000101611
22,iteration=20/22 best_fitness=0.6739584024762735,36,36,1,0,0.6852426150580868,-0.011284212581813335,0.24104193499078974
23,iteration=21/22 best_fitness=0.6739584024762735,37,37,1,0,0.7170325038314331,-0.03178988877334632,0.23983314400538802
24,iteration=22/22 best_fitness=0.6739584024762735,38,38,1,0,0.6856481432623696,0.031384360569063574,0.24208871903829277
