phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,successes_sum,success_rate,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=80 max_curves_per_n=260 repeats_per_n=8 swarm_size=18 iterations=32 boundary_damping=0.0 workers=56,1,0,0,0,0,,,,6.967005901969969e-06
2,init_best fitness=33394.18466227039,1,18,18,1,5976,332.0,33394.18466227039,,1694.979607925001
3,iteration=1/32 best_fitness=27141.923923654813,19,36,18,3,10250,569.4444444444445,27141.923923654813,6252.260738615576,1148.470769031992
4,iteration=2/32 best_fitness=27141.923923654813,37,54,18,0,10773,598.5,27982.256113124622,-840.3321894698092,2168.500293281002
5,iteration=3/32 best_fitness=27126.317784555715,55,72,18,1,11333,629.6111111111111,27126.317784555715,855.9383285689073,1231.3612734130002
6,iteration=4/32 best_fitness=27122.373230472047,73,90,18,1,10245,569.1666666666666,27122.373230472047,3.9445540836677537,1093.2591750499996
7,iteration=5/32 best_fitness=27122.373230472047,91,108,18,0,11163,620.1666666666666,27324.080081359152,-201.70685088710525,1311.8958566490037
8,iteration=6/32 best_fitness=26789.603872999513,109,126,18,2,11351,630.6111111111111,26789.603872999513,534.4762083596397,1176.1506554969965
9,iteration=7/32 best_fitness=25886.64090921565,127,144,18,1,10822,601.2222222222222,25886.64090921565,902.9629637838625,913.8600102700002
10,iteration=8/32 best_fitness=25338.99290920047,145,162,18,1,10945,608.0555555555555,25338.99290920047,547.6480000151787,864.3256044730078
11,iteration=9/32 best_fitness=25338.99290920047,163,180,18,0,11366,631.4444444444445,26346.40141837851,-1007.4085091780398,980.8858898019971
12,iteration=10/32 best_fitness=25338.99290920047,181,198,18,0,11318,628.7777777777778,27297.888906061282,-951.4874876827707,950.5108800909948
13,iteration=11/32 best_fitness=25338.99290920047,199,216,18,0,11379,632.1666666666666,26887.71461228718,410.1742937741001,944.3133574550011
14,iteration=12/32 best_fitness=24666.43823397685,217,234,18,1,11482,637.8888888888889,24666.43823397685,2221.276378310333,898.6108647780056
15,iteration=13/32 best_fitness=24666.43823397685,235,252,18,0,11494,638.5555555555555,26963.213388038537,-2296.775154061688,860.228195402
16,iteration=14/32 best_fitness=24666.43823397685,253,270,18,0,11496,638.6666666666666,26729.22857217187,233.9848158666682,857.957375154001
17,iteration=15/32 best_fitness=24666.43823397685,271,288,18,0,11502,639.0,26734.02600836247,-4.797436190601729,864.2823878429917
18,iteration=16/32 best_fitness=24666.43823397685,289,306,18,0,11500,638.8888888888889,26764.896548544282,-30.87054018181152,872.105292555003
19,iteration=17/32 best_fitness=24666.43823397685,307,324,18,0,11463,636.8333333333334,25952.93593068558,811.9606178587019,839.9538442729972
20,iteration=18/32 best_fitness=24666.43823397685,325,342,18,0,11247,624.8333333333334,26306.73189848488,-353.7959677992985,898.6630080460018
21,iteration=19/32 best_fitness=24666.43823397685,343,360,18,0,11510,639.4444444444445,25185.96011443973,1120.7717840451478,858.4574631980067
22,iteration=20/32 best_fitness=24666.43823397685,361,378,18,0,11509,639.3888888888889,26626.281236194398,-1440.3211217546668,837.312554773991
23,iteration=21/32 best_fitness=24666.43823397685,379,396,18,0,11508,639.3333333333334,24936.077121545975,1690.2041146484225,840.0139051480073
24,iteration=22/32 best_fitness=24666.43823397685,397,414,18,0,11502,639.0,27104.15867518861,-2168.0815536426344,848.899282489001
25,iteration=23/32 best_fitness=24666.43823397685,415,432,18,0,11510,639.4444444444445,26560.002606481423,544.1560687071869,844.9131847359968
26,iteration=24/32 best_fitness=24666.43823397685,433,450,18,0,11505,639.1666666666666,26165.95139144216,394.0512150392642,851.8481339169957
27,iteration=25/32 best_fitness=24666.43823397685,451,468,18,0,11511,639.5,26877.343145997947,-711.3917545557888,823.392691540008
28,iteration=26/32 best_fitness=24666.43823397685,469,486,18,0,11496,638.6666666666666,27657.720096087978,-780.3769500900307,860.3315585239907
29,iteration=27/32 best_fitness=24666.43823397685,487,504,18,0,11500,638.8888888888889,26001.966211754287,1655.7538843336915,852.6532329390029
30,iteration=28/32 best_fitness=24666.43823397685,505,522,18,0,11499,638.8333333333334,25445.989253399057,555.9769583552297,821.0573367619945
31,iteration=29/32 best_fitness=24666.43823397685,523,540,18,0,11515,639.7222222222222,26304.333174273022,-858.3439208739655,855.3883065760019
32,iteration=30/32 best_fitness=24666.43823397685,541,558,18,0,11511,639.5,25358.341984592353,945.9911896806698,842.1209818049974
33,iteration=31/32 best_fitness=24666.43823397685,559,576,18,0,11504,639.1111111111111,24993.789202454318,364.5527821380347,846.0802066680044
34,iteration=32/32 best_fitness=24666.43823397685,577,594,18,0,11507,639.2777777777778,27063.839623523265,-2070.050421068947,879.0744847160095
