metric,value
best_eval,224
best_eval_fraction,0.3771043771043771
eval_per_sec,0.018316777311503853
evaluation_count,594
improvement_percent,79.53699278016411
max_plateau_evals,370
median_plateau_evals,16.5
new_best_count,11
new_best_rate,0.018518518518518517
p90_plateau_evals,65.70000000000002
time_to_best_sec,14864.652678692008
time_to_first_improvement_sec,1694.9081208150092
total_runtime_sec,32431.85767174801
flag_b1_hits_boundary,False
flag_b2_hits_boundary,False
flag_best_b1_on_boundary,False
flag_best_b2_on_boundary,False
flag_best_ratio_on_boundary,False
flag_late_best,False
flag_low_improvement,False
flag_low_signal,True
flag_plateau_too_long,True
flag_ratio_hits_boundary,False
