phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 initial_samples=16 iterations=22 candidate_pool=2500 workers=12,1,0,0,0,,,4.536996129900217e-06
2,initial_design_completed points=16,1,16,16,3,0.7269360270292964,,5.264013315958437
3,iteration=1/22 best_fitness=0.7269360270292964,17,17,1,0,1.08463094101171,-0.3576949139824137,0.31349232204956934
4,iteration=2/22 best_fitness=0.7269360270292964,18,18,1,0,1.2565612666949164,-0.17193032568320632,0.3709937199600972
5,iteration=3/22 best_fitness=0.7269360270292964,19,19,1,0,1.2900262007606216,-0.033464934065705165,0.3461301870411262
6,iteration=4/22 best_fitness=0.7269360270292964,20,20,1,0,1.2970918048609748,-0.007065604100353173,0.36585379095049575
7,iteration=5/22 best_fitness=0.7269360270292964,21,21,1,0,0.7661467130237725,0.5309450918372023,0.24132507405010983
8,iteration=6/22 best_fitness=0.7269360270292964,22,22,1,0,1.055839488375932,-0.2896927753521594,0.32203627098351717
9,iteration=7/22 best_fitness=0.7269360270292964,23,23,1,0,0.801949875371065,0.2538896130048669,0.25825854000868276
10,iteration=8/22 best_fitness=0.7269360270292964,24,24,1,0,0.8132519153004978,-0.011302039929432794,0.2567659699707292
11,iteration=9/22 best_fitness=0.7269360270292964,25,25,1,0,0.8528737328888383,-0.03962181758834049,0.2623485900112428
12,iteration=10/22 best_fitness=0.7269360270292964,26,26,1,0,0.8449866904993542,0.007887042389484122,0.26609039900358766
13,iteration=11/22 best_fitness=0.7269360270292964,27,27,1,0,1.5684056879283161,-0.723418997428962,0.4203651510179043
14,iteration=12/22 best_fitness=0.6614206693775486,28,28,1,1,0.6614206693775486,0.9069850185507675,0.23210996598936617
15,iteration=13/22 best_fitness=0.660425955808023,29,29,1,1,0.660425955808023,0.0009947135695256293,0.22737208200851455
16,iteration=14/22 best_fitness=0.6459512970177457,30,30,1,1,0.6459512970177457,0.014474658790277317,0.23152785398997366
17,iteration=15/22 best_fitness=0.6459512970177457,31,31,1,0,0.6546393508906476,-0.008688053872901946,0.22924378601601347
18,iteration=16/22 best_fitness=0.6459512970177457,32,32,1,0,0.771409308159491,-0.11676995726884343,0.2518574699643068
19,iteration=17/22 best_fitness=0.6459512970177457,33,33,1,0,0.6789448788331356,0.09246442932635546,0.23895088903373107
20,iteration=18/22 best_fitness=0.638837195263477,34,34,1,1,0.638837195263477,0.04010768356965855,0.22788570198463276
21,iteration=19/22 best_fitness=0.638837195263477,35,35,1,0,0.6756797206762712,-0.0368425254127942,0.2349290190031752
22,iteration=20/22 best_fitness=0.638837195263477,36,36,1,0,0.6872924281633459,-0.011612707487074658,0.243388436967507
23,iteration=21/22 best_fitness=0.638837195263477,37,37,1,0,0.659868227201514,0.027424200961831957,0.23504737199982628
24,iteration=22/22 best_fitness=0.638837195263477,38,38,1,0,0.6645320642564911,-0.0046638370549771935,0.2355236690491438
