analysis_level,run_count,median_objective,iqr_objective,median_runtime_sec,median_time_to_best_sec,median_evaluation_count,success_share,median_improvement_per_eval,median_improvement_per_sec,median_validation_gain_abs,median_validation_gain_pct
seed=20011,3,0.9318688510684296,0.04193110759661067,20.310900260985363,18.844283678976353,38,0.0,0.06728396750144097,0.1258394312189285,14.565700517618097,87.86985801922546
