phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 population_size=22 generations=14 mutation_prob=0.14 workers=12,1,0,0,0,,,9.985989890992641e-06
2,init_best fitness=1.2448855754046235,1,22,22,1,1.2448855754046235,,14.403510681004263
3,generation=1/14 best_fitness=1.1002871383097954,23,43,21,1,1.1002871383097954,0.14459843709482811,8.568561020016205
4,generation=2/14 best_fitness=1.0873042603197973,44,64,21,1,1.0873042603197973,0.012982877989998087,6.8974471900146455
5,generation=3/14 best_fitness=1.0725710635597352,65,85,21,1,1.0725710635597352,0.014733196760062128,8.592975960986223
6,generation=4/14 best_fitness=1.0008423800754827,86,106,21,1,1.0008423800754827,0.07172868348425254,6.195333535026293
7,generation=5/14 best_fitness=0.9830469007429201,107,127,21,1,0.9830469007429201,0.017795479332562536,5.710803219990339
8,generation=6/14 best_fitness=0.9474575988133438,128,148,21,1,0.9474575988133438,0.03558930192957632,5.713946193980519
9,generation=7/14 best_fitness=0.9474575988133438,149,169,21,0,0.9741666306217667,-0.02670903180842288,5.959228569990955
10,generation=8/14 best_fitness=0.9474575988133438,170,190,21,0,1.0595716455427464,-0.08540501492097974,6.375923030020203
11,generation=9/14 best_fitness=0.9474575988133438,191,211,21,0,1.0573722221015487,0.002199423441197723,6.0526106230099685
12,generation=10/14 best_fitness=0.9474575988133438,212,232,21,0,1.0280182394199073,0.029353982681641355,6.0828641089610755
13,generation=11/14 best_fitness=0.9474575988133438,233,253,21,0,1.015308641421143,0.012709597998764366,6.182465908001177
14,generation=12/14 best_fitness=0.9474575988133438,254,274,21,0,1.0162555833812803,-0.0009469419601373374,6.1037990060285665
15,generation=13/14 best_fitness=0.9474575988133438,275,295,21,0,1.0002616404963192,0.015993942884961143,6.054029756982345
16,generation=14/14 best_fitness=0.9474575988133438,296,316,21,0,0.9971408388228156,0.0031208016735035926,6.042149287008215
