event_idx,kind,eval,elapsed_sec,b1,b2,ratio,fitness,is_new_best,message,timestamp_utc
1,evaluation,1,0.2955793350120075,4693,16157,3.4427871297677393,1.1240727826952934,False,,2026-04-09T10:41:26.459532+00:00
2,new_best,1,0.2956359339877963,4693,16157,3.4427871297677393,1.1240727826952934,True,,2026-04-09T10:41:26.459580+00:00
3,step,1,0.2957229139865376,,,,,False,step=1/60 new_best b1=4694 b2=16157 fitness=1.1240727826952934,2026-04-09T10:41:26.459667+00:00
4,evaluation,2,0.9856594480224885,29162,38923,1.3347164117687402,3.1522290848952252,False,,2026-04-09T10:41:27.149610+00:00
5,evaluation,3,1.2598401589784771,4905,6080,1.2395514780835881,1.0275580443849321,False,,2026-04-09T10:41:27.423791+00:00
6,new_best,3,1.2599108919966966,4905,6080,1.2395514780835881,1.0275580443849321,True,,2026-04-09T10:41:27.423855+00:00
7,step,3,1.2599882369977422,,,,,False,step=3/60 new_best b1=4906 b2=6080 fitness=1.0275580443849321,2026-04-09T10:41:27.423933+00:00
8,evaluation,4,1.5618019200046547,4186,100463,23.99976110845676,1.1775647353206296,False,,2026-04-09T10:41:27.725753+00:00
9,evaluation,5,1.9430724940029904,9421,58129,6.170151788557478,1.5918568904162385,False,,2026-04-09T10:41:28.107023+00:00
10,evaluation,6,2.2117578579927795,2451,58824,24.0,0.986263095313916,False,,2026-04-09T10:41:28.375709+00:00
11,new_best,6,2.211822443001438,2451,58824,24.0,0.986263095313916,True,,2026-04-09T10:41:28.375767+00:00
12,step,6,2.2119114079978317,,,,,False,step=6/60 new_best b1=2451 b2=58824 fitness=0.986263095313916,2026-04-09T10:41:28.375856+00:00
13,evaluation,7,2.476843022974208,2159,51816,24.0,0.9688468881940935,False,,2026-04-09T10:41:28.640794+00:00
14,new_best,7,2.4769045030116104,2159,51816,24.0,0.9688468881940935,True,,2026-04-09T10:41:28.640849+00:00
15,step,7,2.476982460997533,,,,,False,step=7/60 new_best b1=2160 b2=51840 fitness=0.9688468881940935,2026-04-09T10:41:28.640927+00:00
16,evaluation,8,2.8821719349944033,8325,199800,24.0,1.6909111276036128,False,,2026-04-09T10:41:29.046123+00:00
17,evaluation,9,3.394905944005586,16797,58743,3.497231648508662,2.2740110715967603,False,,2026-04-09T10:41:29.558857+00:00
18,evaluation,10,4.36777545401128,44511,65132,1.4632787400867202,4.5753217219607905,False,,2026-04-09T10:41:30.531727+00:00
19,evaluation,11,4.669113505980931,6030,12899,2.1391376451077946,1.1618567293335218,False,,2026-04-09T10:41:30.833064+00:00
20,evaluation,12,5.141568331979215,15958,33215,2.081401178092493,2.034016456833342,False,,2026-04-09T10:41:31.305519+00:00
