best_eval,best_eval_fraction,eval_per_sec,evaluation_count,improvement_percent,max_plateau_evals,median_plateau_evals,new_best_count,new_best_rate,p90_plateau_evals,time_to_best_sec,time_to_first_improvement_sec,total_runtime_sec,flag_late_best,flag_low_improvement,flag_low_signal,flag_plateau_too_long
42,0.525,3.2637094286812425,80,49.49402677678127,38,1.5,7,0.0875,29.599999999999998,12.63745638896944,0.3790553910075687,24.511986053956207,False,False,False,False
