metric,value
best_eval,265
best_eval_fraction,0.8386075949367089
eval_per_sec,0.1969395529175879
evaluation_count,316
improvement_percent,98.09296486984896
max_plateau_evals,137
median_plateau_evals,29.0
new_best_count,6
new_best_rate,0.0189873417721519
p90_plateau_evals,85.40000000000003
time_to_best_sec,1297.4414698469918
time_to_first_improvement_sec,59.76458371395711
total_runtime_sec,1604.553354899981
flag_b1_hits_boundary,True
flag_b2_hits_boundary,False
flag_best_b1_on_boundary,True
flag_best_b2_on_boundary,False
flag_best_ratio_on_boundary,False
flag_late_best,False
flag_low_improvement,False
flag_low_signal,True
flag_plateau_too_long,False
flag_ratio_hits_boundary,False
