phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,successes_sum,success_rate,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 max_curves_per_n=100 repeats_per_n=3 population_size=22 generations=14 mutation_prob=0.14 workers=56,1,0,0,0,0,,,,1.2179953046143055e-05
2,init_best fitness=350630.179416088,1,22,22,1,209,9.5,350630.179416088,,59.76744938601041
3,generation=1/14 best_fitness=318397.30007380404,23,43,21,1,381,18.142857142857142,318397.30007380404,32232.879342283937,68.26698319101706
4,generation=2/14 best_fitness=249938.21604706615,44,64,21,1,571,27.19047619047619,249938.21604706615,68459.0840267379,83.3265592600219
5,generation=3/14 best_fitness=99809.06583025474,65,85,21,1,638,30.38095238095238,99809.06583025474,150129.1502168114,91.09575951396255
6,generation=4/14 best_fitness=99809.06583025474,86,106,21,0,747,35.57142857142857,150625.24702844597,-50816.18119819123,102.18678251898382
7,generation=5/14 best_fitness=65733.614376407,107,127,21,1,785,37.38095238095238,65733.614376407,84891.63265203897,106.44049394404283
8,generation=6/14 best_fitness=65733.614376407,128,148,21,0,745,35.476190476190474,99387.15271912247,-33653.538342715474,106.78336396900704
9,generation=7/14 best_fitness=65733.614376407,149,169,21,0,849,40.42857142857143,81246.60143072133,18140.55128840114,119.177675023966
10,generation=8/14 best_fitness=65733.614376407,170,190,21,0,857,40.80952380952381,82237.12123817453,-990.5198074531945,121.58522374700988
11,generation=9/14 best_fitness=65733.614376407,191,211,21,0,842,40.095238095238095,100573.51660567496,-18336.39536750043,124.33877571398625
12,generation=10/14 best_fitness=65733.614376407,212,232,21,0,852,40.57142857142857,83783.28594830274,16790.230657372216,119.98101893800776
13,generation=11/14 best_fitness=65733.614376407,233,253,21,0,877,41.76190476190476,82477.05180076533,1306.2341475374124,125.16728050500387
14,generation=12/14 best_fitness=16535.58311749793,254,274,21,1,876,41.714285714285715,16535.58311749793,65941.4686832674,122.92746958800126
15,generation=13/14 best_fitness=16535.58311749793,275,295,21,0,910,43.333333333333336,65571.05263412974,-49035.46951663181,127.59245675901184
16,generation=14/14 best_fitness=16535.58311749793,296,316,21,0,896,42.666666666666664,84596.22680342755,-19025.17416929781,125.91605066199554
