phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 initial_samples=16 iterations=22 candidate_pool=2500 workers=12,1,0,0,0,,,5.536014214158058e-06
2,initial_design_completed points=16,1,16,16,4,1.115472512843553,,11.488768472976517
3,iteration=1/22 best_fitness=1.115472512843553,17,17,1,0,2.1701113420713227,-1.0546388292277697,0.5169183620018885
4,iteration=2/22 best_fitness=1.115472512843553,18,18,1,0,3.229771971295122,-1.0596606292237993,0.724326933035627
5,iteration=3/22 best_fitness=1.001078147062799,19,19,1,1,1.001078147062799,2.228693824232323,0.29784818895859644
6,iteration=4/22 best_fitness=1.001078147062799,20,20,1,0,1.240196327358717,-0.23911818029591814,0.3386147959972732
7,iteration=5/22 best_fitness=1.001078147062799,21,21,1,0,2.7302704820758663,-1.4900741547171492,0.6338385210256092
8,iteration=6/22 best_fitness=1.001078147062799,22,22,1,0,1.1711674164398573,1.559103065636009,0.32963778101839125
9,iteration=7/22 best_fitness=1.001078147062799,23,23,1,0,1.3539169383002445,-0.18274952186038718,0.36564937699586153
10,iteration=8/22 best_fitness=1.001078147062799,24,24,1,0,1.9643068132863846,-0.6103898749861401,0.4803075880045071
11,iteration=9/22 best_fitness=1.001078147062799,25,25,1,0,1.344517086748965,0.6197897265374195,0.3632948009762913
12,iteration=10/22 best_fitness=1.001078147062799,26,26,1,0,2.67900617653504,-1.334489089786075,0.633565041993279
13,iteration=11/22 best_fitness=1.001078147062799,27,27,1,0,1.194179697369691,1.4848264791653492,0.3557399570127018
14,iteration=12/22 best_fitness=1.001078147062799,28,28,1,0,1.5922236412588973,-0.3980439438892063,0.4153911750181578
15,iteration=13/22 best_fitness=1.001078147062799,29,29,1,0,1.063560492679244,0.5286631485796534,0.3104394019464962
16,iteration=14/22 best_fitness=1.001078147062799,30,30,1,0,1.9447915440541692,-0.8812310513749253,0.4872043410432525
17,iteration=15/22 best_fitness=0.9957465452316683,31,31,1,1,0.9957465452316683,0.9490449988225009,0.298660580010619
18,iteration=16/22 best_fitness=0.9957465452316683,32,32,1,0,1.028899687109515,-0.03315314187784679,0.3059667469933629
19,iteration=17/22 best_fitness=0.9957465452316683,33,33,1,0,1.0651284082850907,-0.03622872117557563,0.3153796159895137
20,iteration=18/22 best_fitness=0.9957465452316683,34,34,1,0,1.2628939198912121,-0.19776551160612144,0.3562381559750065
21,iteration=19/22 best_fitness=0.9957465452316683,35,35,1,0,1.0219507943256758,0.24094312556553632,0.3120257720001973
22,iteration=20/22 best_fitness=0.9957465452316683,36,36,1,0,1.069444064545678,-0.04749327022000216,0.32007941300980747
23,iteration=21/22 best_fitness=0.9957465452316683,37,37,1,0,1.3110986221872736,-0.2416545576415956,0.36558437102939934
24,iteration=22/22 best_fitness=0.9957465452316683,38,38,1,0,1.0007248418114614,0.3103737803758122,0.2954153319587931
