new_best_idx,eval,elapsed_sec,b1,b2,ratio,fitness,delta_abs_vs_prev_best,delta_pct_vs_prev_best,plateau_since_prev_new_best
1,1,0.5352241400396451,5827,26181,4.493049596704994,1.9604327822453342,,,
2,4,2.202747788047418,3132,8954,2.8588761174968074,1.2536894379882142,0.70674334425712,36.05037370613996,2
3,5,2.498485630028881,1443,1443,1.0,1.0292244811134879,0.22446495687472634,17.90435095592123,0
4,8,3.7682432990404777,1680,1949,1.1601190476190477,0.9930869232630357,0.03613755785045214,3.511144411504473,2
5,13,5.955007700016722,2059,2059,1.0,0.8107756320096087,0.18231129125342704,18.3580396622682,4
6,16,6.915387254033703,1129,22580,20.0,0.8093934851058293,0.0013821469037793577,0.17047218110805007,2
7,21,8.93983632104937,2506,2599,1.0371109337589786,0.8049337109550834,0.004459774150745943,0.5510019826960705,4
8,42,15.869295560056344,1810,4251,2.3486187845303865,0.7953813607455231,0.009552350209560245,1.1867250780472385,20
9,46,16.936874812003225,1910,1910,1.0,0.7628025946614798,0.03257876608404331,4.095993153964122,3
10,53,19.032971773005556,2059,2059,1.0,0.7369386319478508,0.025863962713629007,3.390649546113177,6
11,54,19.243500727054197,1001,3805,3.8011988011988014,0.7139721540734172,0.022966477874433622,3.116470880856038,0
12,64,22.55323280603625,1107,1417,1.2800361336946702,0.6675728226546198,0.046399331418797374,6.498759251894601,9
13,96,31.143919457041193,1692,1692,1.0,0.6662428037961945,0.0013300188584253192,0.19923202582400917,31
14,102,32.394696601026226,1327,1327,1.0,0.6632637944712769,0.0029790093249175698,0.44713568506007567,5
15,110,34.07300574501278,1180,1387,1.1754237288135594,0.6628447634866461,0.00041903098463080823,0.06317712320854786,7
16,120,36.540545404015575,1020,1236,1.2117647058823529,0.6459156122291461,0.016929151257500052,2.5540144827350835,9
