event_idx,kind,eval,elapsed_sec,b1,b2,ratio,fitness,is_new_best,message,timestamp_utc
1,evaluation,1,0.2944135490106419,3396,64670,19.04299175500589,1.0938292262726463,False,,2026-04-09T11:09:22.491787+00:00
2,new_best,1,0.29445839900290594,3396,64670,19.04299175500589,1.0938292262726463,True,,2026-04-09T11:09:22.491822+00:00
3,evaluation,2,0.556326646998059,2033,48792,24.0,0.9727023682498839,False,,2026-04-09T11:09:22.753699+00:00
4,new_best,2,0.5563745250110514,2033,48792,24.0,0.9727023682498839,True,,2026-04-09T11:09:22.753738+00:00
5,evaluation,3,0.9749197880155407,12224,12224,1.0,1.7522988017008174,False,,2026-04-09T11:09:23.172290+00:00
6,evaluation,4,1.9567116160178557,44655,44655,1.0,4.6535629137651995,False,,2026-04-09T11:09:21.666874+00:00
7,evaluation,5,2.62155378801981,26928,26928,1.0,3.0301815449784044,False,,2026-04-09T11:09:22.331716+00:00
8,evaluation,6,3.4062227240065113,30213,92796,3.071393108926621,3.628541735408362,False,,2026-04-09T11:09:23.116385+00:00
9,evaluation,7,3.688530264014844,4767,11937,2.5040906230333544,1.0699656839424279,False,,2026-04-09T11:09:23.398696+00:00
10,evaluation,8,3.986293490976095,6971,6971,1.0,1.1742533062642906,False,,2026-04-09T11:09:23.696459+00:00
11,evaluation,9,4.261632335023023,2766,52081,18.828994938539406,1.036664599669166,False,,2026-04-09T11:09:23.971796+00:00
12,evaluation,10,4.672192241996527,13213,13213,1.0,1.7426536094862968,False,,2026-04-09T11:09:24.382355+00:00
13,evaluation,11,5.380484607012477,22723,246383,10.842890463407121,3.099140673628426,False,,2026-04-09T11:09:25.090647+00:00
14,evaluation,12,6.199739410018083,35327,35327,1.0,3.7399416108091827,False,,2026-04-09T11:09:25.909904+00:00
15,evaluation,13,6.798076607985422,16111,386664,24.0,2.68014706147369,False,,2026-04-09T11:09:26.508240+00:00
16,evaluation,14,7.090971764991991,6335,6335,1.0,1.1316632706439123,False,,2026-04-09T11:09:26.801135+00:00
17,evaluation,15,7.556057464971673,10744,169916,15.814966492926285,2.0154445325024426,False,,2026-04-09T11:09:27.266221+00:00
18,evaluation,16,8.24410045298282,19588,470112,24.0,3.1309615455393214,False,,2026-04-09T11:09:27.954264+00:00
19,evaluation,17,8.546979246020783,4217,40963,9.713777566990752,1.2113276846357621,False,,2026-04-09T11:09:28.257143+00:00
20,evaluation,18,8.890261952998117,5251,126024,24.0,1.3909810159530025,False,,2026-04-09T11:09:28.600426+00:00
