new_best_idx,eval,elapsed_sec,b1,b2,ratio,fitness,successes,delta_abs_vs_prev_best,delta_pct_vs_prev_best,plateau_since_prev_new_best
1,1,1.6105744340020465,1461,6510,4.455852156057495,1065900.4525628372,2,,,
2,4,6.720552204002161,1649,114748,69.58641600970284,1047050.6927532385,3,18849.759809598676,1.7684352947103603,2
3,5,11.49916271600523,17048,19440,1.1403097137494134,977634.7913088939,7,69415.90144434455,6.629660046526897,0
4,9,22.386015225005394,21489,262633,12.221741356042626,448118.0575415608,37,529516.7337673332,54.16304109414891,3
5,22,58.902992982002615,20936,202675,9.68069354222392,414384.5942338801,39,33733.46330768068,7.5278071793730525,12
6,24,66.60430556800566,25950,417950,16.10597302504817,357401.429792677,42,56983.16444120312,13.751274838427419,1
7,58,162.93807321799977,28532,478711,16.778038693396887,270601.4731892477,47,86799.95660342928,24.286404409120742,33
