phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 population_size=22 generations=14 mutation_prob=0.14 workers=12,1,0,0,0,,,8.99098813533783e-06
2,init_best fitness=0.6436797030037269,1,22,22,1,0.6436797030037269,,8.452734371996485
3,generation=1/14 best_fitness=0.6436797030037269,23,43,21,0,0.7378423908085097,-0.09416268780478276,5.4128751489915885
4,generation=2/14 best_fitness=0.6436797030037269,44,64,21,0,0.7725475281768013,-0.034705137368291616,5.533212112030014
5,generation=3/14 best_fitness=0.6436797030037269,65,85,21,0,0.7400848795077763,0.03246264866902493,4.78708000498591
6,generation=4/14 best_fitness=0.6436797030037269,86,106,21,0,0.7348922940436751,0.005192585464101285,4.726592299994081
7,generation=5/14 best_fitness=0.6436797030037269,107,127,21,0,0.7299426259414759,0.004949668102199212,4.6206509949988686
8,generation=6/14 best_fitness=0.6436797030037269,128,148,21,0,0.73061985251843,-0.0006772265769541264,4.616962888976559
9,generation=7/14 best_fitness=0.6436797030037269,149,169,21,0,0.7209675383928698,0.009652314125560224,4.609277957002632
10,generation=8/14 best_fitness=0.6436797030037269,170,190,21,0,0.7120987084635999,0.00886882992926985,4.7704612130182795
11,generation=9/14 best_fitness=0.6436797030037269,191,211,21,0,0.6996307283989154,0.012467980064684525,4.491888420016039
12,generation=10/14 best_fitness=0.6436797030037269,212,232,21,0,0.6897825225896668,0.009848205809248611,4.600131743995007
13,generation=11/14 best_fitness=0.6436797030037269,233,253,21,0,0.7208140579459723,-0.03103153535630554,5.7165914659854025
14,generation=12/14 best_fitness=0.6343181061965879,254,274,21,1,0.6343181061965879,0.0864959517493844,4.508350058982614
15,generation=13/14 best_fitness=0.6274463114968967,275,295,21,1,0.6274463114968967,0.006871794699691236,4.086181876016781
16,generation=14/14 best_fitness=0.6126634365064092,296,316,21,1,0.6126634365064092,0.014782874990487471,4.178487550991122
