group,run_count,median_objective,objective_ci_low,objective_ci_high,iqr_objective,cv_objective,success_share,median_runtime_sec,median_validation_gain_pct,validation_gain_ci_low,validation_gain_ci_high
20_dset_20260505T214657Z_job7012254,1,27101.294748140062,27101.294748140062,27101.294748140062,0.0,nan,0.0,8304.29847176699,22.669211639537405,22.669211639537405,22.669211639537405
