metric,value
best_eval,174
best_eval_fraction,0.725
eval_per_sec,0.012067118337759098
evaluation_count,240
improvement_percent,70.96212262157468
max_plateau_evals,74
median_plateau_evals,2.0
new_best_count,12
new_best_rate,0.05
p90_plateau_evals,59.60000000000002
time_to_best_sec,17039.390455671994
time_to_first_improvement_sec,123.5356665099971
total_runtime_sec,19888.765882269014
flag_b1_hits_boundary,False
flag_b2_hits_boundary,False
flag_best_b1_on_boundary,False
flag_best_b2_on_boundary,False
flag_best_ratio_on_boundary,False
flag_late_best,True
flag_low_improvement,False
flag_low_signal,False
flag_plateau_too_long,False
flag_ratio_hits_boundary,False
