phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,successes_sum,success_rate,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=80 max_curves_per_n=260 repeats_per_n=8 popsize=10 maxiter=11 workers=56,1,0,0,0,0,,,,1.0997988283634186e-05
2,generation=1/11 best_fitness=34966.17161344828,1,40,40,4,19354,483.85,34966.17161344828,,7152.904522046039
3,generation=2/11 best_fitness=34966.17161344828,41,60,20,0,12758,637.9,49816.0454299334,-14849.873816485124,3205.199280300003
4,generation=3/11 best_fitness=34966.17161344828,61,80,20,0,12745,637.25,42000.25943955734,7815.785990376062,2331.911803872965
5,generation=4/11 best_fitness=27437.65094183389,81,100,20,5,12244,612.2,27437.65094183389,14562.60849772345,1100.1713409670047
6,generation=5/11 best_fitness=26500.437346992985,101,120,20,1,12448,622.4,26500.437346992985,937.213594840905,928.3551978660398
7,generation=6/11 best_fitness=25858.82339714528,121,140,20,1,12593,629.65,25858.82339714528,641.613949847706,862.9832432869589
8,generation=7/11 best_fitness=25858.82339714528,141,160,20,0,12727,636.35,26488.18263956753,-629.3592424222516,861.4714051419869
9,generation=8/11 best_fitness=25225.230302007258,161,180,20,1,12733,636.65,25225.230302007258,1262.952337560273,856.4764874370303
10,generation=9/11 best_fitness=25225.230302007258,181,200,20,0,12702,635.1,26027.820844874295,-802.5905428670376,871.6232165130205
11,generation=10/11 best_fitness=25225.230302007258,201,220,20,0,12740,637.0,25662.599881927927,365.2209629463687,861.7194957669708
12,generation=11/11 best_fitness=25225.230302007258,221,240,20,0,12741,637.05,25641.236921385535,21.362960542392102,855.9498780730064
