phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 population_size=22 generations=14 mutation_prob=0.14 workers=12,1,0,0,0,,,9.801005944609642e-06
2,init_best fitness=1.2393196822376922,1,22,22,1,1.2393196822376922,,14.04242037597578
3,generation=1/14 best_fitness=0.9884512268472463,23,43,21,1,0.9884512268472463,0.2508684553904459,7.9297929549939
4,generation=2/14 best_fitness=0.9625724029610865,44,64,21,1,0.9625724029610865,0.025878823886159807,6.7771833849838
5,generation=3/14 best_fitness=0.9625724029610865,65,85,21,0,0.9736599529278465,-0.01108754996675998,6.333793030993547
6,generation=4/14 best_fitness=0.9625724029610865,86,106,21,0,0.9710240009007975,0.0026359520270489156,6.0125512280501425
7,generation=5/14 best_fitness=0.9625724029610865,107,127,21,0,0.9783747304172721,-0.00735072951647453,5.810104793985374
8,generation=6/14 best_fitness=0.9340387748670764,128,148,21,1,0.9340387748670764,0.04433595555019565,5.682332854019478
9,generation=7/14 best_fitness=0.9340387748670764,149,169,21,0,0.9487606488110032,-0.014721873943926767,5.729816557955928
10,generation=8/14 best_fitness=0.9340387748670764,170,190,21,0,0.9406207407009788,0.008139908110024408,6.00830930902157
11,generation=9/14 best_fitness=0.9169621422479395,191,211,21,1,0.9169621422479395,0.023658598453039303,5.4904980409774
12,generation=10/14 best_fitness=0.9067483684921172,212,232,21,1,0.9067483684921172,0.01021377375582233,5.4622392450110056
13,generation=11/14 best_fitness=0.9067483684921172,233,253,21,0,0.9136687889695168,-0.0069204204773996025,5.452063584991265
14,generation=12/14 best_fitness=0.9067483684921172,254,274,21,0,0.9148317890649196,-0.001163000095402822,5.5353621010435745
15,generation=13/14 best_fitness=0.9067483684921172,275,295,21,0,0.926624276151415,-0.011792487086495385,5.599723350955173
16,generation=14/14 best_fitness=0.9067483684921172,296,316,21,0,0.9162388984696008,0.010385377681814134,5.5354080680408515
