new_best_idx,eval,elapsed_sec,b1,b2,ratio,fitness,delta_abs_vs_prev_best,delta_pct_vs_prev_best,plateau_since_prev_new_best
1,1,0.7727688910090365,25956,333862,12.86261365387579,3.0085346169100378,,,
2,2,1.1052444640081376,5577,111540,20.0,1.3328419318422675,1.6756926850677702,55.69796922558985,0
3,3,1.3436796849709935,3437,3437,1.0,0.8486052662774455,0.48423666556482203,36.33113979956387,0
4,5,1.9979402240132913,1661,25531,15.370860927152318,0.8478142289968673,0.0007910372805781662,0.09321616445396207,1
5,9,3.271631683979649,1798,7320,4.0711902113459395,0.7923515341535676,0.05546269484329969,6.541845247032841,3
6,18,6.504812214989215,1053,21060,20.0,0.7734604089637287,0.01889112518983893,2.3841848441701377,8
7,24,8.243426343018655,1714,3775,2.2024504084014,0.7505726060189772,0.022887802944751456,2.9591434389532894,5
8,27,8.945695579983294,2059,2370,1.1510441962117532,0.7337951618537772,0.016777444165199995,2.235285971091756,2
9,30,9.828027544019278,1633,3978,2.436007348438457,0.7039514380710898,0.029843723782687404,4.067037415086465,2
10,58,18.594272700021975,1140,3258,2.857894736842105,0.6968501141236629,0.007101323947426907,1.0087803736697198,27
11,70,21.792575424013194,1120,2370,2.1160714285714284,0.690190313529456,0.006659800594206899,0.9557005816928161,11
12,75,23.65435693197651,1254,2607,2.0789473684210527,0.6900227880105376,0.00016752551891840994,0.024272365988697732,4
13,77,24.087721926975064,1030,1784,1.7320388349514564,0.6790664407599252,0.010956347250612453,1.58782397349537,1
14,84,25.883429296023678,1192,1353,1.1350671140939597,0.671159421588527,0.007907019171398133,1.1643955137216908,6
15,92,27.938085714995395,1216,1752,1.4407894736842106,0.6660572471155319,0.005102174472995102,0.7602030618774703,7
16,97,28.97352136200061,1254,1254,1.0,0.6621717059751973,0.0038855411403346807,0.5833644415944188,4
17,109,31.921436711971182,1052,1052,1.0,0.6494432464241982,0.012728459550999105,1.9222294513858116,11
18,119,34.353272024018224,1019,1234,1.21099116781158,0.6459744448366109,0.0034688015875872225,0.5341192793498538,9
19,184,51.37132732197642,1036,1184,1.1428571428571428,0.6447043098742142,0.0012701349623966962,0.1966230974846005,64
20,199,54.89331688598031,1078,1078,1.0,0.6393596139678266,0.005344695906387642,0.829015073193853,14
