group_a,group_b,u_stat,p_raw,p_holm,is_significant,cliffs_delta,effect_size
30_dset_20260409T112558Z,30_dset_20260409T115651Z,109.0,0.8845740956336083,1.0,False,0.03111111111111111,negligible
30_dset_20260409T112558Z,30_dset_20260409T121414Z,110.0,0.917411260192041,1.0,False,0.022222222222222223,negligible
30_dset_20260409T115651Z,30_dset_20260409T121414Z,108.0,0.8519340379411375,1.0,False,-0.04,negligible
