group,run_count,median_objective,objective_ci_low,objective_ci_high,iqr_objective,cv_objective,success_share,median_runtime_sec,median_validation_gain_pct,validation_gain_ci_low,validation_gain_ci_high
20_dset_20260503T101749Z_job6993099,1,18129.460202528306,18129.460202528306,18129.460202528306,0.0,nan,1.0,1322.9378558669996,65.07766431266957,65.07766431266957,65.07766431266957
