phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,successes_sum,success_rate,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=80 max_curves_per_n=260 repeats_per_n=8 initial_samples=24 iterations=198 candidate_pool=2500 workers=56,1,0,0,0,0,,,,5.68301766179502e-06
2,initial_design_completed points=24,1,24,24,6,4752,198.0,30586.711603495387,,1416.9552186079964
3,iteration=1/198 best_fitness=30586.711603495387,25,25,1,0,547,547.0,62749.5601070531,-32162.84850355771,75.99310549598886
4,iteration=2/198 best_fitness=30586.711603495387,26,26,1,0,428,428.0,89074.12146187457,-26324.561354821475,52.33314629198867
5,iteration=3/198 best_fitness=30586.711603495387,27,27,1,0,453,453.0,104814.04420119512,-15739.922739320551,91.9291637490096
6,iteration=4/198 best_fitness=28110.52348539859,28,28,1,1,640,640.0,28110.52348539859,76703.52071579653,43.26261498199892
7,iteration=5/198 best_fitness=27289.29869066411,29,29,1,1,640,640.0,27289.29869066411,821.2247947344804,43.38528777801548
8,iteration=6/198 best_fitness=27289.29869066411,30,30,1,0,610,610.0,28194.29293848776,-904.9942478236517,40.12763866598834
9,iteration=7/198 best_fitness=27289.29869066411,31,31,1,0,624,624.0,30224.030601801223,-2029.7376633134627,40.68552060998627
10,iteration=8/198 best_fitness=27289.29869066411,32,32,1,0,610,610.0,31064.03000228691,-839.9994004856853,46.47005270500085
11,iteration=9/198 best_fitness=27289.29869066411,33,33,1,0,585,585.0,33486.76738868151,-2422.7373863946013,51.89830222900491
12,iteration=10/198 best_fitness=27289.29869066411,34,34,1,0,545,545.0,46210.62916267884,-12723.861773997327,48.94174926501
13,iteration=11/198 best_fitness=27289.29869066411,35,35,1,0,324,324.0,127896.70263696351,-81686.07347428467,61.02739235499757
14,iteration=12/198 best_fitness=27289.29869066411,36,36,1,0,469,469.0,68030.78541491527,59865.91722204824,42.21025282598566
15,iteration=13/198 best_fitness=27289.29869066411,37,37,1,0,553,553.0,44630.06118693592,23400.72422797935,51.70375967302243
16,iteration=14/198 best_fitness=27289.29869066411,38,38,1,0,425,425.0,82930.79555344942,-38300.734366513505,44.82740168500459
17,iteration=15/198 best_fitness=27289.29869066411,39,39,1,0,639,639.0,50507.60430725996,32423.191246189468,81.31429461599328
18,iteration=16/198 best_fitness=27289.29869066411,40,40,1,0,640,640.0,34519.346854124706,15988.257453135251,53.870492454007035
19,iteration=17/198 best_fitness=27289.29869066411,41,41,1,0,633,633.0,30005.223106800095,4514.123747324611,46.815058150998084
20,iteration=18/198 best_fitness=27289.29869066411,42,42,1,0,612,612.0,45432.11558207416,-15426.892475274068,71.68859069398604
21,iteration=19/198 best_fitness=27289.29869066411,43,43,1,0,598,598.0,85726.4926882213,-40294.37710614714,127.12464561601519
22,iteration=20/198 best_fitness=27289.29869066411,44,44,1,0,618,618.0,30836.457448968067,54890.03523925324,44.28148205499747
23,iteration=21/198 best_fitness=27289.29869066411,45,45,1,0,620,620.0,28639.07877284273,2197.378676125336,44.03205764800077
24,iteration=22/198 best_fitness=27289.29869066411,46,46,1,0,603,603.0,29524.297344445586,-885.2185716028544,40.37608299998101
25,iteration=23/198 best_fitness=27289.29869066411,47,47,1,0,595,595.0,28978.578402276034,545.7189421695512,39.48527777401614
26,iteration=24/198 best_fitness=27289.29869066411,48,48,1,0,569,569.0,32890.556602237855,-3911.978199961821,41.108741153992014
27,iteration=25/198 best_fitness=27289.29869066411,49,49,1,0,602,602.0,30862.31307965616,2028.2435225816953,40.597137187985936
