method,run_count,cv_objective,iqr_objective
bo,9,0.05760168191171099,0.06493960224906914
de,9,0.038587192063849994,0.029415715776849538
ga,9,0.01119328932183757,0.014015706576174125
pso,9,0.031542121961633834,0.03869943888275884
rs,9,0.07623666485136082,0.12536308611743152
