group_a,group_b,u_stat,p_raw,p_holm,is_significant,cliffs_delta,effect_size
25_dset_20260409T103515Z,25_dset_20260409T105031Z,88.0,0.3095281286028668,0.6190562572057337,False,0.21777777777777776,small
25_dset_20260409T103515Z,25_dset_20260409T110755Z,111.0,0.950389943699351,0.950389943699351,False,-0.013333333333333334,negligible
25_dset_20260409T105031Z,25_dset_20260409T110755Z,82.0,0.20584226887955648,0.6175268066386694,False,-0.27111111111111114,small
