phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 swarm_size=18 iterations=12 workers=12,1,0,0,0,,,5.123030859977007e-06
2,init_best fitness=0.796743832557695,1,18,18,1,0.796743832557695,,8.233135549991857
3,iteration=1/12 best_fitness=0.7373569020128343,19,36,18,1,0.7373569020128343,0.05938693054486066,5.640525555994827
4,iteration=2/12 best_fitness=0.7302916290063877,37,54,18,2,0.7302916290063877,0.0070652730064466596,4.190483808983117
5,iteration=3/12 best_fitness=0.7217702742491383,55,72,18,1,0.7217702742491383,0.008521354757249355,3.993530483043287
6,iteration=4/12 best_fitness=0.7175912469974719,73,90,18,2,0.7175912469974719,0.004179027251666412,4.440436815959401
7,iteration=5/12 best_fitness=0.7175912469974719,91,108,18,0,0.7216450946289115,-0.004053847631439567,4.077542839047965
8,iteration=6/12 best_fitness=0.7175912469974719,109,126,18,0,0.7220015104394406,-0.0003564158105291426,3.918130967998877
9,iteration=7/12 best_fitness=0.7067420844105072,127,144,18,1,0.7067420844105072,0.015259426028933376,3.9333800629829057
10,iteration=8/12 best_fitness=0.7067420844105072,145,162,18,0,0.7203144017839804,-0.013572317373473197,3.8754081039805897
11,iteration=9/12 best_fitness=0.7067420844105072,163,180,18,0,0.7164378830057103,0.0038765187782701105,3.8970556689891964
12,iteration=10/12 best_fitness=0.7067420844105072,181,198,18,0,0.7242249977425672,-0.007787114736856893,3.9596306810271926
13,iteration=11/12 best_fitness=0.7067420844105072,199,216,18,0,0.7395919947593939,-0.015366997016826645,7.708418403984979
14,iteration=12/12 best_fitness=0.7067420844105072,217,234,18,0,0.8953056464379188,-0.1557136516785249,11.146576818020549
