phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,successes_sum,success_rate,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 max_curves_per_n=100 repeats_per_n=3 population_size=22 generations=14 mutation_prob=0.14 workers=56,1,0,0,0,0,,,,1.1895986972376704e-05
2,init_best fitness=99445.54930593955,1,22,22,1,209,9.5,99445.54930593955,,60.10402313401573
3,generation=1/14 best_fitness=78742.70718089712,23,43,21,1,368,17.523809523809526,78742.70718089712,20702.84212504243,67.71614597598091
4,generation=2/14 best_fitness=65252.599965104804,44,64,21,1,626,29.80952380952381,65252.599965104804,13490.107215792319,80.01845364001929
5,generation=3/14 best_fitness=36743.41555725009,65,85,21,1,671,31.952380952380953,36743.41555725009,28509.184407854715,87.9861146179901
6,generation=4/14 best_fitness=36743.41555725009,86,106,21,0,722,34.38095238095238,53354.37218184138,-16610.956624591294,98.00218711100752
7,generation=5/14 best_fitness=36743.41555725009,107,127,21,0,756,36.0,44678.500093234084,8675.872088607299,105.76874453699565
8,generation=6/14 best_fitness=36743.41555725009,128,148,21,0,790,37.61904761904762,42415.988998545225,2262.51109468886,106.55643349399907
9,generation=7/14 best_fitness=30886.17481169796,149,169,21,1,839,39.95238095238095,30886.17481169796,11529.814186847263,113.890004647983
10,generation=8/14 best_fitness=30886.17481169796,170,190,21,0,847,40.333333333333336,35841.55317258576,-4955.378360887797,113.3979789710138
11,generation=9/14 best_fitness=30886.17481169796,191,211,21,0,862,41.04761904761905,31829.007612861467,4012.545559724291,118.09634046000428
12,generation=10/14 best_fitness=29306.30299941773,212,232,21,1,867,41.285714285714285,29306.30299941773,2522.704613443737,118.94105922800372
13,generation=11/14 best_fitness=29306.30299941773,233,253,21,0,841,40.04761904761905,39842.582627642565,-10536.279628224835,125.9992286269844
14,generation=12/14 best_fitness=29306.30299941773,254,274,21,0,864,41.142857142857146,33582.494432610714,6260.088195031851,122.74616788802086
15,generation=13/14 best_fitness=29306.30299941773,275,295,21,0,886,42.19047619047619,36519.388382675446,-2936.893950064732,123.20082643898786
16,generation=14/14 best_fitness=29306.30299941773,296,316,21,0,885,42.142857142857146,29507.17484343953,7012.213539235916,123.85841912700562
