run_report,dataset,divisor_size,method,seed,final_objective,total_runtime_sec,evaluation_count,time_to_best_sec,validation_relative_improvement_pct,run_file,validation_file
data/experiments/20_dset_20260427T224546Z/de/optimize_20260427T224546Z/de_optimize_20260427T224546Z_report.md?display_name=%F0%9F%93%84,data/numbers/20_dset_20260427T224546Z/train.json?display_name=20_dset_20260427T224546Z,20,de,42,250284.6547049171,882.5146604269976,220,640.6142781399976,58.82009206683853,data/experiments/20_dset_20260427T224546Z/de/optimize_20260427T224546Z/de_optimize_20260427T224546Z.json?display_name=de_optimize_20260427T224546Z.json,data/experiments/20_dset_20260427T224546Z/de/optimize_20260427T224546Z/de_validate_20260427T230041Z.json?display_name=de_validate_20260427T230041Z.json
