best_eval,best_eval_fraction,eval_per_sec,evaluation_count,improvement_percent,max_plateau_evals,median_plateau_evals,new_best_count,new_best_rate,p90_plateau_evals,time_to_best_sec,time_to_first_improvement_sec,total_runtime_sec,flag_b1_hits_boundary,flag_b2_hits_boundary,flag_best_b1_on_boundary,flag_best_b2_on_boundary,flag_best_ratio_on_boundary,flag_late_best,flag_low_improvement,flag_low_signal,flag_plateau_too_long,flag_ratio_hits_boundary
72,0.3076923076923077,4.0342883745036975,234,59.342945638129684,162,10.0,8,0.03418803418803419,44.40000000000003,21.928043671010528,8.229202318005264,58.00286263599992,True,True,True,True,False,False,False,False,True,True
