phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 swarm_size=20 iterations=14 workers=12,1,0,0,0,,,5.184032488614321e-06
2,init_best fitness=0.7861820324906148,1,20,20,1,0.7861820324906148,,6.509129000944085
3,iteration=1/14 best_fitness=0.7071626112738159,21,40,20,4,0.7071626112738159,0.07901942121679895,4.7231584210530855
4,iteration=2/14 best_fitness=0.6940899049805012,41,60,20,2,0.6940899049805012,0.013072706293314695,4.308452459983528
5,iteration=3/14 best_fitness=0.6880724732473027,61,80,20,1,0.6880724732473027,0.006017431733198464,4.273769951018039
6,iteration=4/14 best_fitness=0.6880724732473027,81,100,20,0,0.6897278994438238,-0.001655426196521148,4.265099457988981
7,iteration=5/14 best_fitness=0.6880724732473027,101,120,20,0,0.6943348363856785,-0.004606936941854656,4.333269022987224
8,iteration=6/14 best_fitness=0.6880724732473027,121,140,20,0,0.6906682693806943,0.0036665670049842447,4.485163066012319
9,iteration=7/14 best_fitness=0.6858324741479009,141,160,20,1,0.6858324741479009,0.004835795232793316,4.191964846977498
10,iteration=8/14 best_fitness=0.6858324741479009,161,180,20,0,0.6906488339300267,-0.004816359782125801,4.411354354990181
11,iteration=9/14 best_fitness=0.6858324741479009,181,200,20,0,0.7494385786994826,-0.058789744769455865,4.539585294027347
12,iteration=10/14 best_fitness=0.6858324741479009,201,220,20,0,0.7440394023724366,0.005399176327046007,4.5456966269994155
13,iteration=11/14 best_fitness=0.6858324741479009,221,240,20,0,0.6949548138945829,0.049084588477853686,4.292800578987226
14,iteration=12/14 best_fitness=0.6858324741479009,241,260,20,0,0.6951334345212672,-0.00017862062668427825,4.171182953985408
15,iteration=13/14 best_fitness=0.6858324741479009,261,280,20,0,0.6873466531105805,0.007786781410686672,4.173151024035178
16,iteration=14/14 best_fitness=0.6858324741479009,281,300,20,0,0.6911318150232546,-0.0037851619126740843,4.207871796970721
