phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,successes_sum,success_rate,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 max_curves_per_n=100 repeats_per_n=3 initial_samples=16 iterations=22 candidate_pool=2500 workers=56,1,0,0,0,0,,,,5.537993274629116e-06
2,initial_design_completed points=16,1,16,16,2,52,3.25,644251.0604851133,,38.99742862104904
3,iteration=1/22 best_fitness=500150.92231606547,17,17,1,1,34,34.0,500150.92231606547,144100.13816904783,4.190717573976144
4,iteration=2/22 best_fitness=500150.92231606547,18,18,1,0,30,30.0,569601.0191712723,-69450.09685520682,4.508415979973506
5,iteration=3/22 best_fitness=500150.92231606547,19,19,1,0,19,19.0,766834.2067899131,-197233.18761864083,3.320054648036603
6,iteration=4/22 best_fitness=500150.92231606547,20,20,1,0,30,30.0,572134.2975193829,194699.90927053022,4.100964952958748
7,iteration=5/22 best_fitness=500150.92231606547,21,21,1,0,25,25.0,659684.7720935897,-87550.47457420675,5.8144252000493
8,iteration=6/22 best_fitness=500150.92231606547,22,22,1,0,2,2.0,1064767.284479272,-405082.51238568244,2.044257703993935
9,iteration=7/22 best_fitness=500150.92231606547,23,23,1,0,14,14.0,857567.3578709569,207199.9266083152,2.422142299998086
10,iteration=8/22 best_fitness=500150.92231606547,24,24,1,0,34,34.0,501834.3127833365,355733.0450876204,4.015057916985825
11,iteration=9/22 best_fitness=500150.92231606547,25,25,1,0,21,21.0,729450.9754082927,-227616.66262495623,3.797524038993288
12,iteration=10/22 best_fitness=500150.92231606547,26,26,1,0,30,30.0,569784.1666472515,159666.80876104126,3.6752215700107627
13,iteration=11/22 best_fitness=500150.92231606547,27,27,1,0,33,33.0,519000.9680800147,50783.198567236774,4.336569594976027
14,iteration=12/22 best_fitness=450884.69384322956,28,28,1,1,37,37.0,450884.69384322956,68116.27423678513,6.098268644011114
15,iteration=13/22 best_fitness=396217.9060485229,29,29,1,1,40,40.0,396217.9060485229,54666.787794706644,5.94420192198595
16,iteration=14/22 best_fitness=396217.9060485229,30,30,1,0,32,32.0,533934.6570369626,-137716.75098843966,5.968788216996472
17,iteration=15/22 best_fitness=391384.40979576827,31,31,1,1,40,40.0,391384.40979576827,142550.2472411943,5.548972514050547
18,iteration=16/22 best_fitness=391384.40979576827,32,32,1,0,34,34.0,505634.534182808,-114250.12438703974,5.049608276982326
19,iteration=17/22 best_fitness=391384.40979576827,33,33,1,0,28,28.0,604367.7794050517,-98733.24522224371,4.827983291004784
20,iteration=18/22 best_fitness=391384.40979576827,34,34,1,0,37,37.0,452084.61966977763,152283.1597352741,5.517485481977928
21,iteration=19/22 best_fitness=391384.40979576827,35,35,1,0,35,35.0,485901.24332704867,-33816.62365727103,5.338383611990139
22,iteration=20/22 best_fitness=391384.40979576827,36,36,1,0,40,40.0,393117.76831570076,92783.47501134791,5.548312866012566
23,iteration=21/22 best_fitness=391384.40979576827,37,37,1,0,36,36.0,464851.1677217357,-71733.39940603497,5.2830988700152375
24,iteration=22/22 best_fitness=391384.40979576827,38,38,1,0,37,37.0,442917.8521662034,21933.315555532346,5.976185583975166
