metric,value
best_eval,31
best_eval_fraction,0.8157894736842105
eval_per_sec,0.2669964897668502
evaluation_count,38
improvement_percent,64.41962225077866
max_plateau_evals,14
median_plateau_evals,1.0
new_best_count,6
new_best_rate,0.15789473684210525
p90_plateau_evals,11.600000000000001
time_to_best_sec,104.77916830201866
time_to_first_improvement_sec,2.2984789730398916
total_runtime_sec,142.32407491799677
flag_b1_hits_boundary,True
flag_b2_hits_boundary,False
flag_best_b1_on_boundary,False
flag_best_b2_on_boundary,False
flag_best_ratio_on_boundary,False
flag_late_best,False
flag_low_improvement,False
flag_low_signal,False
flag_plateau_too_long,False
flag_ratio_hits_boundary,True
