analysis_level,run_count,median_objective,iqr_objective,median_runtime_sec,median_time_to_best_sec,median_evaluation_count,success_share,median_improvement_per_eval,median_improvement_per_sec,median_validation_gain_abs,median_validation_gain_pct
method=de,1,1.8675693726390064,0.0,686.8944523180253,525.5476249720086,220,1.0,0.001371723671280354,0.0004393385427168323,-0.17493801934220343,-7.802598187784065
