phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,successes_sum,success_rate,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 max_curves_per_n=100 repeats_per_n=3 swarm_size=18 iterations=12 workers=56,1,0,0,0,0,,,,9.570998372510076e-06
2,init_best fitness=96364.24090060715,1,18,18,1,85,4.722222222222222,96364.24090060715,,44.03359897600603
3,iteration=1/12 best_fitness=44985.75085740265,19,36,18,2,373,20.72222222222222,44985.75085740265,51378.4900432045,75.82886618300108
4,iteration=2/12 best_fitness=30634.719402394847,37,54,18,2,715,39.72222222222222,30634.719402394847,14351.031455007804,103.77844904299127
5,iteration=3/12 best_fitness=23497.76621794096,55,72,18,3,792,44.0,23497.76621794096,7136.953184453887,107.93397864399594
6,iteration=4/12 best_fitness=23497.76621794096,73,90,18,0,777,43.166666666666664,36561.878785242836,-13064.112567301876,112.84558999701403
7,iteration=5/12 best_fitness=23497.76621794096,91,108,18,0,780,43.333333333333336,35639.57540837642,922.3033768664172,112.40261840299354
8,iteration=6/12 best_fitness=23497.76621794096,109,126,18,0,792,44.0,30449.220297817188,5190.3551105592305,107.10495803499362
9,iteration=7/12 best_fitness=23497.76621794096,127,144,18,0,813,45.166666666666664,24812.289111100446,5636.931186716742,107.5530449229991
10,iteration=8/12 best_fitness=22775.838016988524,145,162,18,1,810,45.0,22775.838016988524,2036.4510941119224,111.6365628670028
11,iteration=9/12 best_fitness=22775.838016988524,163,180,18,0,792,44.0,33641.90114710152,-10866.063130112994,109.14571397501277
12,iteration=10/12 best_fitness=22775.838016988524,181,198,18,0,806,44.77777777777778,27373.506430181053,6268.394716920466,113.80414849499357
13,iteration=11/12 best_fitness=22775.838016988524,199,216,18,0,789,43.833333333333336,23470.28666605262,3903.219764128433,111.88823253501323
14,iteration=12/12 best_fitness=22775.838016988524,217,234,18,0,823,45.72222222222222,28388.46082888718,-4918.174162834559,113.08223954198183
