analysis_level,run_count,median_objective,iqr_objective,median_runtime_sec,median_time_to_best_sec,median_evaluation_count,success_share,median_improvement_per_eval,median_improvement_per_sec,median_validation_gain_abs,median_validation_gain_pct
method=rs,1,184890.65953580625,0.0,158.76168643997516,153.07542430295143,60,0.0,11668.67627815176,4409.883721875228,330126.608342052,74.63003716040821
