new_best_idx,eval,elapsed_sec,b1,b2,ratio,fitness,delta_abs_vs_prev_best,delta_pct_vs_prev_best,plateau_since_prev_new_best
1,1,0.24528664001263678,1301,15612,12.0,0.8626491269678809,,,
2,10,3.009603590995539,1494,1494,1.0,0.829245651490055,0.03340347547782585,3.8721972159451994,8
3,21,6.446405113965739,1143,13716,12.0,0.8272571384732146,0.001988513016840443,0.2397978226677853,10
4,25,7.49655951897148,1112,13344,12.0,0.8258076637866907,0.0014494746865238994,0.17521452751668595,3
5,29,8.441234447993338,1134,5441,4.798059964726631,0.7847921074426267,0.04101555634406395,4.966720235555774,3
6,56,15.447270672011655,1306,2654,2.0321592649310873,0.7656589326215908,0.019133174821035936,2.437992767713288,26
7,62,16.811081959982403,1136,3275,2.8829225352112675,0.7514766488457099,0.014182283775880933,1.8522978276138258,5
8,66,17.716380549012683,1072,1849,1.724813432835821,0.743198265787214,0.00827838305849582,1.1016154755056806,3
9,68,18.30912463599816,1106,1216,1.0994575045207957,0.7091434493486304,0.03405481643858366,4.58219804946826,1
10,82,21.42168349097483,1104,1104,1.0,0.6989408138324507,0.010202635516179726,1.4387266110335157,13
