new_best_idx,eval,elapsed_sec,b1,b2,ratio,fitness,successes,delta_abs_vs_prev_best,delta_pct_vs_prev_best,plateau_since_prev_new_best
1,1,2.109004217956681,1461,6510,4.455852156057495,1100000.6638441377,0,,,
2,2,3.9800324459793046,1413,17407,12.319179051663127,1100000.5848020976,0,0.07904204004444182,7.185635667547334e-06,0
3,4,7.796174235991202,1649,114748,69.58641600970284,995633.9125662573,6,104366.67223584035,9.487874250050247,1
4,5,11.365066523954738,17048,19440,1.1403097137494134,886267.6632906984,12,109366.24927555886,10.984584584274169,0
5,9,22.18921441299608,21489,262633,12.221741356042626,357067.62214237684,42,529200.0411483216,59.711085382875176,3
