phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 swarm_size=18 iterations=12 workers=12,1,0,0,0,,,6.566988304257393e-06
2,init_best fitness=0.8058488546812441,1,18,18,1,0.8058488546812441,,6.820716803020332
3,iteration=1/12 best_fitness=0.6970105232030619,19,36,18,1,0.6970105232030619,0.10883833147818223,6.506537745008245
4,iteration=2/12 best_fitness=0.670229462091811,37,54,18,1,0.670229462091811,0.026781061111250892,4.010084867011756
5,iteration=3/12 best_fitness=0.670229462091811,55,72,18,0,0.7156623816117644,-0.04543291951995343,3.9310478619881906
6,iteration=4/12 best_fitness=0.670229462091811,73,90,18,0,0.7045247422065586,0.011137639405205846,3.90672402898781
7,iteration=5/12 best_fitness=0.670229462091811,91,108,18,0,0.7133130674192216,-0.00878832521266304,4.006558131019119
8,iteration=6/12 best_fitness=0.670229462091811,109,126,18,0,0.7198198238038458,-0.006506756384624168,3.9016404249705374
9,iteration=7/12 best_fitness=0.670229462091811,127,144,18,0,0.7260349704301916,-0.006215146626345813,4.021382236038335
10,iteration=8/12 best_fitness=0.670229462091811,145,162,18,0,0.7216904258239083,0.004344544606283307,3.948886797996238
11,iteration=9/12 best_fitness=0.670229462091811,163,180,18,0,0.755605622602161,-0.03391519677825272,7.453582465008367
12,iteration=10/12 best_fitness=0.670229462091811,181,198,18,0,1.0424774553976022,-0.28687183279544115,12.312818587000947
13,iteration=11/12 best_fitness=0.670229462091811,199,216,18,0,0.8889850097475573,0.15349244565004483,5.134588846005499
14,iteration=12/12 best_fitness=0.670229462091811,217,234,18,0,0.8037864633079153,0.08519854643964209,5.0430970679735765
