new_best_idx,eval,elapsed_sec,b1,b2,ratio,fitness,successes,delta_abs_vs_prev_best,delta_pct_vs_prev_best,plateau_since_prev_new_best
1,1,59.27717856998788,81765,1436603,17.569901547116736,205031.8126562624,79,,,
2,11,928.5193505100033,102001,3467973,33.99940196664738,204588.67129355262,85,443.14136270977906,0.2161329780821425,9
3,13,1128.2312400139926,342022,30031473,87.8056762430487,185669.63926619376,120,18919.03202735886,9.247350749061281,1
4,20,1638.2864887730102,172651,44739604,259.1331877602794,133182.80267110773,118,52486.83659508603,28.268938746542123,6
