method,baseline_mean_median,optimized_mean_median,delta_abs
bo,16.57644708431326,2.010746566695161,14.565700517618097
de,16.6593202855438,1.9222310945333447,14.737089191010455
ga,15.871090661006747,1.9434263557486702,13.927664305258077
pso,16.17331202700734,1.9909347368520685,14.182377290155273
rs,16.173842690390302,2.5516508599394,13.622191830450902
