phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,successes_sum,success_rate,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=80 max_curves_per_n=260 repeats_per_n=8 popsize=10 maxiter=28 workers=56,1,0,0,0,0,,,,1.4189979992806911e-05
2,generation=1/28 best_fitness=28502.183479552223,1,40,40,5,16216,405.4,28502.183479552223,,3516.4485321129905
3,generation=2/28 best_fitness=28502.183479552223,41,60,20,0,10830,541.5,30454.146537943016,-1951.9630583907929,1428.8749409370357
4,generation=3/28 best_fitness=26009.859797945173,61,80,20,1,11974,598.7,26009.859797945173,4444.286739997842,1204.319909479993
5,generation=4/28 best_fitness=26009.859797945173,81,100,20,0,11175,558.75,27443.126132549405,-1433.2663346042318,1190.501239729987
6,generation=5/28 best_fitness=26009.859797945173,101,120,20,0,10464,523.2,27861.47137890046,-418.3452463510548,1291.574025170994
7,generation=6/28 best_fitness=26009.859797945173,121,140,20,0,12572,628.6,26990.655172154075,870.8162067463854,905.5045604390325
8,generation=7/28 best_fitness=25536.278053865062,141,160,20,2,12621,631.05,25536.278053865062,1454.3771182890123,858.8444747899775
9,generation=8/28 best_fitness=25536.278053865062,161,180,20,0,12624,631.2,26027.937291255766,-491.6592373907042,894.1744514380116
10,generation=9/28 best_fitness=24505.175817552845,181,200,20,1,12705,635.25,24505.175817552845,1522.7614737029216,872.765208584955
11,generation=10/28 best_fitness=24505.175817552845,201,220,20,0,12738,636.9,25129.34079830102,-624.1649807481735,852.1081473360537
12,generation=11/28 best_fitness=24505.175817552845,221,240,20,0,12718,635.9,25848.96633778466,-719.6255394836408,874.2423957019928
13,generation=12/28 best_fitness=24505.175817552845,241,260,20,0,12729,636.45,25724.5791047081,124.38723307655891,854.5967750219861
14,generation=13/28 best_fitness=24505.175817552845,261,280,20,0,12733,636.65,26121.254174796704,-396.6750700886041,870.1407918210025
15,generation=14/28 best_fitness=24505.175817552845,281,300,20,0,12726,636.3,26085.277731526367,35.97644327033777,877.9449900559848
16,generation=15/28 best_fitness=24505.175817552845,301,320,20,0,12728,636.4,25544.8940784327,540.3836530936678,879.6026611540001
17,generation=16/28 best_fitness=24505.175817552845,321,340,20,0,12726,636.3,26476.34946636761,-931.4553879349114,879.0706315879943
18,generation=17/28 best_fitness=24505.175817552845,341,360,20,0,12722,636.1,24939.08890958137,1537.260556786241,882.3338642329909
19,generation=18/28 best_fitness=24505.175817552845,361,380,20,0,12719,635.95,24899.98756400466,39.10134557670972,854.6756484000362
20,generation=19/28 best_fitness=24505.175817552845,381,400,20,0,12736,636.8,25556.09235710872,-656.1047931040594,864.3997349819983
21,generation=20/28 best_fitness=24505.175817552845,401,420,20,0,12707,635.35,25399.123162539217,156.96919456950127,891.113564911997
22,generation=21/28 best_fitness=24505.175817552845,421,440,20,0,12744,637.2,25521.475115611756,-122.35195307253889,897.0397329459665
23,generation=22/28 best_fitness=24505.175817552845,441,460,20,0,12736,636.8,25435.551836679624,85.92327893213223,933.6948462279979
24,generation=23/28 best_fitness=24505.175817552845,461,480,20,0,12721,636.05,26331.83316108294,-896.2813244033168,895.9195856500301
25,generation=24/28 best_fitness=24217.327567638604,481,500,20,1,12734,636.7,24217.327567638604,2114.505593444337,881.1070999029907
26,generation=25/28 best_fitness=24217.327567638604,501,520,20,0,12743,637.15,25465.043353184992,-1247.7157855463884,872.7735749569838
27,generation=26/28 best_fitness=24217.327567638604,521,540,20,0,12742,637.1,25618.835034831645,-153.79168164665316,901.993561107025
28,generation=27/28 best_fitness=24217.327567638604,541,560,20,0,12739,636.95,25143.62446490075,475.2105699308959,886.3574735969887
29,generation=28/28 best_fitness=24217.327567638604,561,580,20,0,12743,637.15,25864.615215814083,-720.9907509133336,894.4582752949791
