phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 initial_samples=16 iterations=22 candidate_pool=2500 workers=12,1,0,0,0,,,5.676993168890476e-06
2,initial_design_completed points=16,1,16,16,3,1.2913774210901465,,10.020139964006376
3,iteration=1/22 best_fitness=1.2913774210901465,17,17,1,0,2.516798566473881,-1.2254211453837343,0.5963147600414231
4,iteration=2/22 best_fitness=1.2913774210901465,18,18,1,0,2.6303529810684267,-0.11355441459454596,0.6328918129438534
5,iteration=3/22 best_fitness=1.2913774210901465,19,19,1,0,2.482828469015658,0.14752451205276884,0.5954436920001172
6,iteration=4/22 best_fitness=1.2913774210901465,20,20,1,0,2.944700413092505,-0.4618719440768473,0.6714972990448587
7,iteration=5/22 best_fitness=1.2913774210901465,21,21,1,0,1.2997493517177645,1.6449510613747407,0.35042022896232083
8,iteration=6/22 best_fitness=1.2913774210901465,22,22,1,0,1.5805171870451886,-0.2807678353274241,0.4040996190160513
9,iteration=7/22 best_fitness=1.2913774210901465,23,23,1,0,1.3275032520177774,0.2530139350274112,0.3601911360165104
10,iteration=8/22 best_fitness=1.2913774210901465,24,24,1,0,1.5972294252132997,-0.2697261731955223,0.412227812979836
11,iteration=9/22 best_fitness=1.0354934680799488,25,25,1,1,1.0354934680799488,0.5617359571333509,0.29847519198665395
12,iteration=10/22 best_fitness=1.0339648541121278,26,26,1,1,1.0339648541121278,0.001528613967821002,0.30567272804910317
13,iteration=11/22 best_fitness=1.0128095570835285,27,27,1,1,1.0128095570835285,0.021155297028599307,0.30470684898318723
14,iteration=12/22 best_fitness=1.0128095570835285,28,28,1,0,1.3310042179073207,-0.3181946608237922,0.36526795697864145
15,iteration=13/22 best_fitness=1.0025324402959086,29,29,1,1,1.0025324402959086,0.3284717776114121,0.29910479101818055
16,iteration=14/22 best_fitness=1.0025324402959086,30,30,1,0,1.044921366352355,-0.04238892605644651,0.3122515070135705
17,iteration=15/22 best_fitness=1.0025324402959086,31,31,1,0,1.23183607874671,-0.18691471239435486,0.33777753898175433
18,iteration=16/22 best_fitness=1.0025324402959086,32,32,1,0,1.027943167311605,0.2038929114351049,0.3024736979859881
19,iteration=17/22 best_fitness=1.0025324402959086,33,33,1,0,1.095677061850438,-0.06773389453883283,0.3226301540271379
20,iteration=18/22 best_fitness=1.0025324402959086,34,34,1,0,1.202828130859416,-0.10715106900897808,0.3474415229866281
21,iteration=19/22 best_fitness=0.9826485250378028,35,35,1,1,0.9826485250378028,0.22017960582161322,0.2961015679757111
22,iteration=20/22 best_fitness=0.9826485250378028,36,36,1,0,0.9836428894486744,-0.0009943644108716398,0.29942192300222814
23,iteration=21/22 best_fitness=0.9669097032456193,37,37,1,1,0.9669097032456193,0.016733186203055084,0.3011330300359987
24,iteration=22/22 best_fitness=0.9669097032456193,38,38,1,0,1.0007089796999935,-0.033799276454374194,0.3048727089772001
