method,baseline_mean_median,optimized_mean_median,delta_abs
bo,2.066836416267324,1.423235941096209,0.6436004751711151
de,2.032926660438534,1.317541774478741,0.7153848859597929
ga,2.0593637732381467,1.3104666613799054,0.7488971118582413
pso,2.0688509471947327,1.3442393371660728,0.7246116100286599
rs,1.961740879577701,1.6673416952544358,0.2943991843232652
