method,gain_ci_low,gain_ci_high
bo,23.158365587539333,35.87992673827446
de,29.208934305895813,36.10235036610004
ga,33.170544258008164,36.3654601285267
pso,31.32250275505309,37.943623901988296
rs,13.569082806455862,23.123706392166092
