phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 swarm_size=18 iterations=12 workers=12,1,0,0,0,,,4.308996722102165e-06
2,init_best fitness=0.7102103605866432,1,18,18,1,0.7102103605866432,,6.293948349019047
3,iteration=1/12 best_fitness=0.6918579401390161,19,36,18,1,0.6918579401390161,0.018352420447627082,4.625980056996923
4,iteration=2/12 best_fitness=0.6786388988257386,37,54,18,1,0.6786388988257386,0.013219041313277557,3.879198538023047
5,iteration=3/12 best_fitness=0.6786388988257386,55,72,18,0,0.6846622461162042,-0.006023347290465608,3.705462102952879
6,iteration=4/12 best_fitness=0.6786388988257386,73,90,18,0,0.678754799766466,0.005907446349738166,3.697804656054359
7,iteration=5/12 best_fitness=0.6786388988257386,91,108,18,0,0.6815891494625248,-0.00283434969605878,3.6997162560001016
8,iteration=6/12 best_fitness=0.6786388988257386,109,126,18,0,0.6869106414378621,-0.005321491975337267,3.8005726089468226
9,iteration=7/12 best_fitness=0.6786388988257386,127,144,18,0,0.6821247631451115,0.004785878292750567,3.763205926050432
10,iteration=8/12 best_fitness=0.6786388988257386,145,162,18,0,0.6910430814605206,-0.008918318315409124,3.8684017089544795
11,iteration=9/12 best_fitness=0.6786388988257386,163,180,18,0,0.7434245025797281,-0.052381421119207516,4.014777278993279
12,iteration=10/12 best_fitness=0.6786388988257386,181,198,18,0,0.7444397895014845,-0.001015286921756342,4.026789933035616
13,iteration=11/12 best_fitness=0.6786388988257386,199,216,18,0,0.7359896062407643,0.008450183260720223,4.014769733010326
14,iteration=12/12 best_fitness=0.6786388988257386,217,234,18,0,0.7323960840585642,0.003593522182200104,4.0085875850054435
