phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 population_size=22 generations=14 mutation_prob=0.14 workers=12,1,0,0,0,,,9.24698542803526e-06
2,init_best fitness=0.6876009123225231,1,22,22,1,0.6876009123225231,,7.312063402030617
3,generation=1/14 best_fitness=0.6876009123225231,23,43,21,0,0.6941495555220172,-0.0065486431994941086,5.419146533997264
4,generation=2/14 best_fitness=0.6876009123225231,44,64,21,0,0.7124657513631973,-0.01831619584118016,4.880953604995739
5,generation=3/14 best_fitness=0.6876009123225231,65,85,21,0,0.6878149486728944,0.024650802690302953,4.751633691019379
6,generation=4/14 best_fitness=0.6876009123225231,86,106,21,0,0.6952324542799033,-0.007417505607008934,4.695718234986998
7,generation=5/14 best_fitness=0.6876009123225231,107,127,21,0,0.7030129320046399,-0.007780477724736556,4.718826363969129
8,generation=6/14 best_fitness=0.6860560126078781,128,148,21,1,0.6860560126078781,0.016956919396761805,4.635625427996274
9,generation=7/14 best_fitness=0.6721346539561637,149,169,21,1,0.6721346539561637,0.0139213586517144,4.566264713997953
10,generation=8/14 best_fitness=0.6621213755977806,170,190,21,1,0.6621213755977806,0.01001327835838306,4.38060974504333
11,generation=9/14 best_fitness=0.6621213755977806,191,211,21,0,0.6647239342564717,-0.0026025586586910787,4.428364825958852
12,generation=10/14 best_fitness=0.6621213755977806,212,232,21,0,0.6701738063420635,-0.005449872085591778,4.469068420003168
13,generation=11/14 best_fitness=0.6621213755977806,233,253,21,0,0.6644642161845695,0.005709590157493949,4.49331303301733
14,generation=12/14 best_fitness=0.6613662160234526,254,274,21,1,0.6613662160234526,0.0030980001611169428,4.5028126949910074
15,generation=13/14 best_fitness=0.6613662160234526,275,295,21,0,0.6654077398707159,-0.004041523847263306,4.322646695014555
16,generation=14/14 best_fitness=0.6613662160234526,296,316,21,0,0.6685932375839911,-0.0031854977132752538,4.588256924995221
