phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 swarm_size=18 iterations=12 workers=12,1,0,0,0,,,6.654008757323027e-06
2,init_best fitness=0.8011532723030541,1,18,18,1,0.8011532723030541,,6.817379311018158
3,iteration=1/12 best_fitness=0.6622338268789463,19,36,18,3,0.6622338268789463,0.13891944542410783,4.202991169993766
4,iteration=2/12 best_fitness=0.6360596360173076,37,54,18,2,0.6360596360173076,0.026174190861638635,3.7283109129639342
5,iteration=3/12 best_fitness=0.6354349919129163,55,72,18,1,0.6354349919129163,0.0006246441043913364,3.6856907330220565
6,iteration=4/12 best_fitness=0.621722535637673,73,90,18,1,0.621722535637673,0.013712456275243312,3.5928822360001504
7,iteration=5/12 best_fitness=0.621722535637673,91,108,18,0,0.6338928343902808,-0.012170298752607778,3.5871329759829678
8,iteration=6/12 best_fitness=0.621722535637673,109,126,18,0,0.6280717964691576,0.005821037921123207,3.6329196970327757
9,iteration=7/12 best_fitness=0.621722535637673,127,144,18,0,0.6413014578865841,-0.013229661417426541,3.6159393409616314
10,iteration=8/12 best_fitness=0.621722535637673,145,162,18,0,0.6365460489178076,0.0047554089687764645,3.5841977290110663
11,iteration=9/12 best_fitness=0.621722535637673,163,180,18,0,0.6401019674376585,-0.0035559185198508203,3.7003653009887785
12,iteration=10/12 best_fitness=0.5919162365025841,181,198,18,2,0.5919162365025841,0.04818573093507439,3.374115301994607
13,iteration=11/12 best_fitness=0.5919162365025841,199,216,18,0,0.5968026821210515,-0.0048864456184674054,3.5988588360487483
14,iteration=12/12 best_fitness=0.5919162365025841,217,234,18,0,0.5964099335833453,0.0003927485377062112,3.539131819969043
