new_best_idx,eval,elapsed_sec,b1,b2,ratio,fitness,delta_abs_vs_prev_best,delta_pct_vs_prev_best,plateau_since_prev_new_best
1,3,6.817303127027117,2951,2951,1.0,0.8011532723030541,,,
2,21,7.511182826012373,1947,3443,1.768361581920904,0.7839043798740022,0.01724889242905192,2.1530077983039355,17
3,23,8.059343931032345,1217,2890,2.3746918652423994,0.6878868957574014,0.09601748411660083,12.248621972495398,1
4,28,9.161784421012271,1190,1298,1.0907563025210083,0.6622338268789463,0.025653068878455088,3.7292568061221236,4
5,38,11.457240689022,1000,1000,1.0,0.643000080191996,0.019233746686950326,2.904373939579226,9
6,42,12.271106278989464,1000,1000,1.0,0.6360596360173076,0.006940444174688309,1.0793846514942789,3
7,72,18.434289865021128,1000,1000,1.0,0.6354349919129163,0.0006246441043913364,0.09820527337696672,29
8,74,18.831441709015053,1000,1000,1.0,0.621722535637673,0.013712456275243312,2.1579636705185647,1
9,183,40.72939580399543,1000,1000,1.0,0.5965734036290087,0.02514913200866431,4.045073254883704,108
10,198,43.52185381198069,1000,1000,1.0,0.5919162365025841,0.004657167126424611,0.7806528246305738,14
