group_a,group_b,u_stat,p_raw,p_holm,is_significant,cliffs_delta,effect_size
20_dset_20260409T100023Z,20_dset_20260409T101157Z,55.0,0.01707963678297486,0.04573991489158957,True,0.5111111111111111,large
20_dset_20260409T100023Z,20_dset_20260409T102256Z,54.0,0.015246638297196524,0.04573991489158957,True,0.52,large
20_dset_20260409T101157Z,20_dset_20260409T102256Z,110.0,0.917411260192041,0.917411260192041,False,0.022222222222222223,negligible
