method,run_count,cv_objective,iqr_objective
bo,9,0.03491361845820284,0.028240973711945117
de,9,0.03278389037272674,0.014527356310281903
ga,9,0.029302315918405018,0.02710378431947902
pso,9,0.07846484191916077,0.010238738090265542
rs,9,0.10848743281817465,0.03299288550624624
