phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 swarm_size=18 iterations=12 workers=12,1,0,0,0,,,4.927976988255978e-06
2,init_best fitness=0.7681203780812211,1,18,18,1,0.7681203780812211,,7.419846874021459
3,iteration=1/12 best_fitness=0.7504365195345599,19,36,18,1,0.7504365195345599,0.017683858546661213,5.237127890984993
4,iteration=2/12 best_fitness=0.7504365195345599,37,54,18,0,0.8065848756232299,-0.05614835608866997,4.738719561020844
5,iteration=3/12 best_fitness=0.7504365195345599,55,72,18,0,0.8163975490315352,-0.009812673408305272,4.611128375981934
6,iteration=4/12 best_fitness=0.7504365195345599,73,90,18,0,0.7896326127520297,0.02676493627950549,5.147742727014702
7,iteration=5/12 best_fitness=0.7504365195345599,91,108,18,0,0.8014587110374123,-0.011826098285382614,4.702263585000765
8,iteration=6/12 best_fitness=0.7504365195345599,109,126,18,0,0.7747438046208117,0.02671490641660057,4.397575536975637
9,iteration=7/12 best_fitness=0.7504365195345599,127,144,18,0,0.787471333227586,-0.012727528606774285,4.324919498001691
10,iteration=8/12 best_fitness=0.7504365195345599,145,162,18,0,0.7937351960863452,-0.006263862858759239,4.4817092579905875
11,iteration=9/12 best_fitness=0.7504365195345599,163,180,18,0,0.7836941683781333,0.010041027708211914,4.329459349042736
12,iteration=10/12 best_fitness=0.7504365195345599,181,198,18,0,0.7772319299401715,0.006462238437961787,4.350651684973855
13,iteration=11/12 best_fitness=0.7504365195345599,199,216,18,0,0.7964881667576265,-0.01925623681745492,4.37251474102959
14,iteration=12/12 best_fitness=0.7274194605415687,217,234,18,2,0.7274194605415687,0.06906870621605776,4.280979482980911
