phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 population_size=24 generations=16 mutation_prob=0.12 workers=12,1,0,0,0,,,9.860028512775898e-06
2,init_best fitness=0.7641573508735746,1,24,24,1,0.7641573508735746,,6.729574222001247
3,generation=1/16 best_fitness=0.7641573508735746,25,47,23,0,0.7689880722027738,-0.00483072132919915,5.5166093109874055
4,generation=2/16 best_fitness=0.7604626188112888,48,70,23,1,0.7604626188112888,0.008525453391484916,5.303789226978552
5,generation=3/16 best_fitness=0.7517986253078561,71,93,23,1,0.7517986253078561,0.008663993503432721,5.149272085982375
6,generation=4/16 best_fitness=0.7429936883272603,94,116,23,1,0.7429936883272603,0.008804936980595812,5.530784487025812
7,generation=5/16 best_fitness=0.7383682288054843,117,139,23,1,0.7383682288054843,0.004625459521776065,5.254628122027498
8,generation=6/16 best_fitness=0.7383682288054843,140,162,23,0,0.7555881066946313,-0.01721987788914703,5.204021587967873
9,generation=7/16 best_fitness=0.7383682288054843,163,185,23,0,0.7394013189768884,0.016186787717742845,5.121510408993345
10,generation=8/16 best_fitness=0.7383682288054843,186,208,23,0,0.7401641563337762,-0.0007628373568877578,5.090697730018292
11,generation=9/16 best_fitness=0.7383682288054843,209,231,23,0,0.744385978236096,-0.004221821902319789,5.192935382016003
12,generation=10/16 best_fitness=0.7383682288054843,232,254,23,0,0.7472784451383632,-0.002892466902267188,5.55270808696514
13,generation=11/16 best_fitness=0.7383682288054843,255,277,23,0,0.7768852193839848,-0.029606774245621637,5.804802409023978
14,generation=12/16 best_fitness=0.7383682288054843,278,300,23,0,0.7656704610853922,0.011214758298592642,5.48531997698592
15,generation=13/16 best_fitness=0.7383682288054843,301,323,23,0,0.7572568880277686,0.00841357305762358,5.552193526003975
16,generation=14/16 best_fitness=0.7383682288054843,324,346,23,0,0.7527134549454786,0.004543433082289994,5.72607670200523
17,generation=15/16 best_fitness=0.7383682288054843,347,369,23,0,0.7627755514113232,-0.010062096465844661,5.49242513399804
18,generation=16/16 best_fitness=0.7383682288054843,370,392,23,0,0.7497813017398585,0.012994249671464786,5.459099541010801
