phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 initial_samples=16 iterations=22 candidate_pool=2500 workers=12,1,0,0,0,,,5.0480011850595474e-06
2,initial_design_completed points=16,1,16,16,3,0.864326196431648,,6.61919812503038
3,iteration=1/22 best_fitness=0.864326196431648,17,17,1,0,1.559794259024784,-0.695468062593136,0.4042053049779497
4,iteration=2/22 best_fitness=0.864326196431648,18,18,1,0,1.627757347887382,-0.06796308886259794,0.4337189720245078
5,iteration=3/22 best_fitness=0.864326196431648,19,19,1,0,1.6456937372277025,-0.017936389340320602,0.4127059389720671
6,iteration=4/22 best_fitness=0.8606958796735853,20,20,1,1,0.8606958796735853,0.7849978575541172,0.25987276202067733
7,iteration=5/22 best_fitness=0.8606958796735853,21,21,1,0,0.9562947906670161,-0.09559891099343076,0.2817308439989574
8,iteration=6/22 best_fitness=0.8606958796735853,22,22,1,0,1.0692697300983127,-0.11297493943129666,0.2983311329735443
9,iteration=7/22 best_fitness=0.8606958796735853,23,23,1,0,1.5514474092342425,-0.4821776791359298,0.40762351400917396
10,iteration=8/22 best_fitness=0.8606958796735853,24,24,1,0,1.0511568097572308,0.5002905994770117,0.29717523202998564
11,iteration=9/22 best_fitness=0.8606958796735853,25,25,1,0,2.4183329358056653,-1.3671761260484345,0.5732313019689173
12,iteration=10/22 best_fitness=0.7778824936540332,26,26,1,1,0.7778824936540332,1.6404504421516322,0.2497796100215055
13,iteration=11/22 best_fitness=0.7778824936540332,27,27,1,0,0.8140150249237195,-0.0361325312696863,0.25674397498369217
14,iteration=12/22 best_fitness=0.7548518066760153,28,28,1,1,0.7548518066760153,0.05916321824770421,0.24494296399643645
15,iteration=13/22 best_fitness=0.7548518066760153,29,29,1,0,0.7908343361341394,-0.03598252945812419,0.253235049021896
16,iteration=14/22 best_fitness=0.7548518066760153,30,30,1,0,0.9292655099125113,-0.13843117377837189,0.28350872499868274
17,iteration=15/22 best_fitness=0.7548518066760153,31,31,1,0,0.7646547300100792,0.16461077990243211,0.24573631800012663
18,iteration=16/22 best_fitness=0.7548518066760153,32,32,1,0,0.8094370761245955,-0.04478234611451626,0.2625387730076909
19,iteration=17/22 best_fitness=0.7548518066760153,33,33,1,0,0.8365037208423018,-0.027066644717706367,0.272232007002458
20,iteration=18/22 best_fitness=0.7548518066760153,34,34,1,0,0.755602971999906,0.08090074884239584,0.25400183198507875
21,iteration=19/22 best_fitness=0.7548518066760153,35,35,1,0,0.7687206060800236,-0.013117634080117568,0.25273132300935686
22,iteration=20/22 best_fitness=0.7548518066760153,36,36,1,0,0.7630478551436681,0.005672750936355442,0.24987888301257044
23,iteration=21/22 best_fitness=0.7548518066760153,37,37,1,0,0.773759511357639,-0.010711656213970855,0.25788738299161196
24,iteration=22/22 best_fitness=0.7523034479818307,38,38,1,1,0.7523034479818307,0.0214560633758083,0.25307388696819544
