metric,value
best_eval,17
best_eval_fraction,0.4473684210526316
eval_per_sec,0.30861633647758147
evaluation_count,38
improvement_percent,60.5741821029684
max_plateau_evals,21
median_plateau_evals,7.0
new_best_count,3
new_best_rate,0.07894736842105263
p90_plateau_evals,18.900000000000002
time_to_best_sec,42.946119122963864
time_to_first_improvement_sec,2.111657381989062
total_runtime_sec,123.13034199498361
flag_b1_hits_boundary,False
flag_b2_hits_boundary,False
flag_best_b1_on_boundary,False
flag_best_b2_on_boundary,False
flag_best_ratio_on_boundary,False
flag_late_best,False
flag_low_improvement,False
flag_low_signal,False
flag_plateau_too_long,True
flag_ratio_hits_boundary,True
