analysis_level,run_count,median_objective,iqr_objective,median_runtime_sec,median_time_to_best_sec,median_evaluation_count,success_share,median_improvement_per_eval,median_improvement_per_sec,median_validation_gain_abs,median_validation_gain_pct
divisor_size=20,5,22861.799512816295,7152.382429350644,2525.826094156,1621.4787496669996,300,0.4,589.3761158926882,53.02429515674893,2141.4402724625834,7.314270778076612
