new_best_idx,eval,elapsed_sec,b1,b2,ratio,fitness,successes,delta_abs_vs_prev_best,delta_pct_vs_prev_best,plateau_since_prev_new_best
1,6,68.72433520400955,7988,233103,29.18164747120681,0.020451895576175647,30,,,
2,58,224.92752322500746,8484,314434,37.06199905704856,0.020280788628292596,28,0.00017110694788305056,0.8366312415675178,51
3,75,312.10698382600094,7988,233103,29.18164747120681,-0.06940172812985299,29,0.08968251675814558,442.2042870316912,16
4,128,573.5573470640084,10182,232317,22.81644077784325,-0.08735226362392563,33,0.017950535494072647,25.86468086282605,52
5,157,661.1297333429975,9578,279673,29.19951973272082,-0.08974690875901098,34,0.0023946451350853465,2.741365862474865,28
6,211,837.9081604420062,10313,274976,26.6630466401629,-0.10988076403565711,31,0.02013385527664613,22.43403762318956,53
7,229,930.7381597350031,10017,281735,28.125686333233503,-0.12633045518116415,30,0.01644969114550704,14.970492141981278,17
