phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,successes_sum,success_rate,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=80 max_curves_per_n=260 repeats_per_n=8 swarm_size=18 iterations=32 workers=56,1,0,0,0,0,,,,2.6675988920032978e-05
2,init_best fitness=30250.217414173094,1,18,18,1,4178,232.11111111111111,30250.217414173094,,1019.7667896820349
3,iteration=1/32 best_fitness=28728.19135581569,19,36,18,3,9605,533.6111111111111,28728.19135581569,1522.0260583574054,892.1259670869913
4,iteration=2/32 best_fitness=25011.332359970256,37,54,18,3,11322,629.0,25011.332359970256,3716.858995845432,776.5135587339755
5,iteration=3/32 best_fitness=24832.54100751201,55,72,18,1,11501,638.9444444444445,24832.54100751201,178.79135245824727,776.3356063310057
6,iteration=4/32 best_fitness=24832.54100751201,73,90,18,0,11502,639.0,26651.54653385489,-1819.0055263428803,808.6978275420261
7,iteration=5/32 best_fitness=24832.54100751201,91,108,18,0,11511,639.5,25951.051263326626,700.4952705282631,794.6200030929758
8,iteration=6/32 best_fitness=24832.54100751201,109,126,18,0,11511,639.5,26253.813862077477,-302.7625987508509,776.6113819010206
9,iteration=7/32 best_fitness=24832.54100751201,127,144,18,0,11510,639.4444444444445,25824.87660841234,428.93725366513536,796.6459857340087
10,iteration=8/32 best_fitness=24832.54100751201,145,162,18,0,11508,639.3333333333334,26007.315312607207,-182.43870419486484,784.7619198599714
11,iteration=9/32 best_fitness=24832.54100751201,163,180,18,0,11505,639.1666666666666,25200.973890705354,806.3414219018523,794.5118607259938
12,iteration=10/32 best_fitness=24832.54100751201,181,198,18,0,11509,639.3888888888889,25253.330389719995,-52.356499014640576,777.0457602239912
13,iteration=11/32 best_fitness=24832.54100751201,199,216,18,0,11502,639.0,26589.51679494152,-1336.1864052215242,797.6547573180287
14,iteration=12/32 best_fitness=24832.54100751201,217,234,18,0,11507,639.2777777777778,26403.601481153964,185.91531378755462,808.3082764109713
15,iteration=13/32 best_fitness=24832.54100751201,235,252,18,0,11508,639.3333333333334,26757.85508882749,-354.25360767352686,791.6513050890062
16,iteration=14/32 best_fitness=24832.54100751201,253,270,18,0,11509,639.3888888888889,25862.818165978388,895.0369228491036,781.9496922669932
17,iteration=15/32 best_fitness=24832.54100751201,271,288,18,0,11508,639.3333333333334,26771.788305562077,-908.9701395836892,780.5037621600204
18,iteration=16/32 best_fitness=24832.54100751201,289,306,18,0,11511,639.5,26103.548565163983,668.239740398094,807.0786485910066
19,iteration=17/32 best_fitness=24832.54100751201,307,324,18,0,11502,639.0,26154.622925604235,-51.07436044025235,811.097981097002
20,iteration=18/32 best_fitness=24832.54100751201,325,342,18,0,11500,638.8888888888889,27237.076294243925,-1082.4533686396899,817.6428839009604
21,iteration=19/32 best_fitness=24832.54100751201,343,360,18,0,11508,639.3333333333334,26340.853999877218,896.2222943667075,807.5964269820252
22,iteration=20/32 best_fitness=24832.54100751201,361,378,18,0,11508,639.3333333333334,26240.71892583266,100.13507404455595,785.6712779739755
23,iteration=21/32 best_fitness=24832.54100751201,379,396,18,0,11504,639.1111111111111,26919.464869053736,-678.7459432210744,794.8344543410349
24,iteration=22/32 best_fitness=24832.54100751201,397,414,18,0,11502,639.0,26833.701235293447,85.76363376028894,814.4791480440181
25,iteration=23/32 best_fitness=24832.54100751201,415,432,18,0,11504,639.1111111111111,27376.8599486542,-543.1587133607536,794.6616788669489
26,iteration=24/32 best_fitness=24832.54100751201,433,450,18,0,11502,639.0,26682.123303206536,694.7366454476651,803.4877742590033
27,iteration=25/32 best_fitness=24832.54100751201,451,468,18,0,11511,639.5,26219.010290756232,463.11301245030336,792.0930677330471
28,iteration=26/32 best_fitness=24832.54100751201,469,486,18,0,11504,639.1111111111111,26803.720236515728,-584.7099457594959,783.928715328977
29,iteration=27/32 best_fitness=24832.54100751201,487,504,18,0,11508,639.3333333333334,26348.916720504676,454.8035160110521,783.0626121680252
30,iteration=28/32 best_fitness=24832.54100751201,505,522,18,0,11503,639.0555555555555,26729.11370275102,-380.1969822463434,826.6922832219861
31,iteration=29/32 best_fitness=24832.54100751201,523,540,18,0,11501,638.9444444444445,26372.167288131604,356.946414619415,807.9351351949736
32,iteration=30/32 best_fitness=24832.54100751201,541,558,18,0,11504,639.1111111111111,26904.718627911643,-532.5513397800387,809.7088759129983
33,iteration=31/32 best_fitness=24832.54100751201,559,576,18,0,11512,639.5555555555555,25283.924291584226,1620.794336327417,784.4503346140264
34,iteration=32/32 best_fitness=24832.54100751201,577,594,18,0,11509,639.3888888888889,26035.789130375742,-751.8648387915164,780.4787223709864
