analysis_level,run_count,median_objective,iqr_objective,median_runtime_sec,median_time_to_best_sec,median_evaluation_count,success_share,median_improvement_per_eval,median_improvement_per_sec,median_validation_gain_abs,median_validation_gain_pct
seed=10007,3,0.7094054248882458,0.0029935567145003006,58.00286263599992,28.41604630299844,234,0.0,0.004255980987034133,0.01723119756981784,2.5393847237573937,62.09388365140936
