phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 initial_samples=16 iterations=22 candidate_pool=2500 workers=12,1,0,0,0,,,5.676993168890476e-06
2,initial_design_completed points=16,1,16,16,4,0.7271401075122412,,5.214528566983063
3,iteration=1/22 best_fitness=0.7271401075122412,17,17,1,0,1.1300562605028972,-0.402916152990656,0.3169493600144051
4,iteration=2/22 best_fitness=0.7271401075122412,18,18,1,0,1.1868566169781842,-0.05680035647528703,0.35818357701646164
5,iteration=3/22 best_fitness=0.7271401075122412,19,19,1,0,1.189568090805551,-0.002711473827366806,0.3244213149882853
6,iteration=4/22 best_fitness=0.7271401075122412,20,20,1,0,0.742184045171598,0.44738404563395306,0.24066760198911652
7,iteration=5/22 best_fitness=0.7271401075122412,21,21,1,0,0.8168260249658488,-0.0746419797942508,0.251307550992351
8,iteration=6/22 best_fitness=0.7271401075122412,22,22,1,0,1.166277672688011,-0.3494516477221623,0.31903915700968355
9,iteration=7/22 best_fitness=0.7271401075122412,23,23,1,0,0.8307924073305912,0.33548526535741985,0.261145984986797
10,iteration=8/22 best_fitness=0.7271401075122412,24,24,1,0,1.570059514429886,-0.7392671070992947,0.40336863504489884
11,iteration=9/22 best_fitness=0.7271401075122412,25,25,1,0,0.8508491237589624,0.7192103906709235,0.2664508059970103
12,iteration=10/22 best_fitness=0.7271401075122412,26,26,1,0,0.8041451534576481,0.046703970301314235,0.26164306700229645
13,iteration=11/22 best_fitness=0.7271401075122412,27,27,1,0,0.9363842785533052,-0.13223912509565705,0.2834098569583148
14,iteration=12/22 best_fitness=0.7271401075122412,28,28,1,0,0.944893073203275,-0.008508794649969786,0.30360732501139864
15,iteration=13/22 best_fitness=0.7271401075122412,29,29,1,0,0.8843333495606203,0.06055972364265472,0.2716228630160913
16,iteration=14/22 best_fitness=0.7067327104741707,30,30,1,1,0.7067327104741707,0.17760063908644952,0.2356172950239852
17,iteration=15/22 best_fitness=0.7067327104741707,31,31,1,0,0.7302533412002958,-0.02352063072612509,0.24440465099178255
18,iteration=16/22 best_fitness=0.7067327104741707,32,32,1,0,0.727194584091194,0.0030587571091018617,0.25100152799859643
19,iteration=17/22 best_fitness=0.7067327104741707,33,33,1,0,0.7445748061873019,-0.0173802220961079,0.24902538099559024
20,iteration=18/22 best_fitness=0.7067327104741707,34,34,1,0,0.7492922257224564,-0.004717419535154477,0.24779236497124657
21,iteration=19/22 best_fitness=0.7067327104741707,35,35,1,0,0.7500927008222789,-0.0008004750998225063,0.2533368000295013
22,iteration=20/22 best_fitness=0.7067327104741707,36,36,1,0,0.7091871929296758,0.040905507892603055,0.2430428329971619
23,iteration=21/22 best_fitness=0.6930570526747033,37,37,1,1,0.6930570526747033,0.016130140254972503,0.2363399459864013
24,iteration=22/22 best_fitness=0.6778200649423525,38,38,1,1,0.6778200649423525,0.015236987732350826,0.2463641039794311
