metric,value
best_eval,228
best_eval_fraction,0.9047619047619048
eval_per_sec,0.010867143870142343
evaluation_count,252
improvement_percent,94.34236861422737
max_plateau_evals,141
median_plateau_evals,11.0
new_best_count,6
new_best_rate,0.023809523809523808
p90_plateau_evals,85.20000000000003
time_to_best_sec,21990.360062132
time_to_first_improvement_sec,2878.4481347180003
total_runtime_sec,23189.173294139
flag_b1_hits_boundary,False
flag_b2_hits_boundary,False
flag_best_b1_on_boundary,False
flag_best_b2_on_boundary,False
flag_best_ratio_on_boundary,False
flag_late_best,True
flag_low_improvement,False
flag_low_signal,True
flag_plateau_too_long,True
flag_ratio_hits_boundary,False
